"文件","起始行","结束行","符号","类型","作用"
"lib/literature/library-filters.ts","47","87","filterLibraryPapers","函数","实现 filterLibraryPapers 的调用与控制流程"
"lib/literature/library-filters.ts","54","86","函数@54","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/library-filters.ts","89","91","getPaperSourceLabel","函数","实现 getPaperSourceLabel 的调用与控制流程"
"lib/literature/normalize-settings.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/literature/normalize-settings.ts","2","4","导入@2","导入","引入本文件依赖"
"lib/literature/normalize-settings.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/literature/normalize-settings.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/literature/normalize-settings.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/literature/normalize-settings.ts","9","11","StoredLiteratureSettings","类型","定义 StoredLiteratureSettings 的数据契约"
"lib/literature/normalize-settings.ts","13","42","normalizeLiteratureSettings","函数","实现 normalizeLiteratureSettings 的调用与控制流程"
"lib/literature/normalize-settings.ts","25","25","函数@25","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-display.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/literature/paper-display.ts","20","31","formatLiteratureDate","函数","实现 formatLiteratureDate 的调用与控制流程"
"lib/literature/paper-display.ts","33","46","formatLiteraturePublishedDate","函数","实现 formatLiteraturePublishedDate 的调用与控制流程"
"lib/literature/paper-display.ts","48","61","literaturePriorityClassName","函数","实现 literaturePriorityClassName 的调用与控制流程"
"lib/literature/paper-display.ts","63","65","getPaperSource","函数","实现 getPaperSource 的调用与控制流程"
"lib/literature/paper-display.ts","67","81","getPaperExternalId","函数","实现 getPaperExternalId 的调用与控制流程"
"lib/literature/paper-display.ts","83","94","getPaperJournalVenue","函数","实现 getPaperJournalVenue 的调用与控制流程"
"lib/literature/paper-display.ts","96","111","getPaperDoi","函数","实现 getPaperDoi 的调用与控制流程"
"lib/literature/paper-display.ts","113","120","getPaperTags","函数","实现 getPaperTags 的调用与控制流程"
"lib/literature/paper-display.ts","116","116","函数@116","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-display.ts","122","128","hasPaperPdfLink","函数","实现 hasPaperPdfLink 的调用与控制流程"
"lib/literature/paper-display.ts","130","132","getPaperDoiUrl","函数","实现 getPaperDoiUrl 的调用与控制流程"
"lib/literature/paper-export.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/literature/paper-export.ts","2","8","导入@2","导入","引入本文件依赖"
"lib/literature/paper-export.ts","10","20","bibtexKey","函数","实现 bibtexKey 的调用与控制流程"
"lib/literature/paper-export.ts","22","29","publicationYear","函数","实现 publicationYear 的调用与控制流程"
"lib/literature/paper-export.ts","31","67","generateBibTeX","函数","实现 generateBibTeX 的调用与控制流程"
"lib/literature/paper-export.ts","69","97","generateRIS","函数","实现 generateRIS 的调用与控制流程"
"lib/literature/paper-export.ts","99","119","generateApaCitation","函数","实现 generateApaCitation 的调用与控制流程"
"lib/literature/paper-export.ts","121","187","generatePaperMarkdown","函数","实现 generatePaperMarkdown 的调用与控制流程"
"lib/literature/paper-providers.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/literature/paper-providers.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/literature/paper-providers.ts","8","20","LITERATURE_PROVIDER_BADGE_LABELS","变量","保存或计算 LITERATURE_PROVIDER_BADGE_LABELS 所需的数据"
"lib/literature/paper-providers.ts","22","27","PaperProviderMetadata","类型","定义 PaperProviderMetadata 的数据契约"
"lib/literature/paper-providers.ts","29","35","isEmbeddedCategory","函数","实现 isEmbeddedCategory 的调用与控制流程"
"lib/literature/paper-providers.ts","37","66","embedPaperProviderMetadata","函数","实现 embedPaperProviderMetadata 的调用与控制流程"
"lib/literature/paper-providers.ts","46","46","函数@46","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-providers.ts","68","115","extractPaperProviderMetadata","函数","实现 extractPaperProviderMetadata 的调用与控制流程"
"lib/literature/paper-providers.ts","72","72","sourceUrls","变量","保存或计算 sourceUrls 所需的数据"
"lib/literature/paper-providers.ts","111","111","函数@111","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-providers.ts","117","134","inferProvidersFromExternalKey","函数","实现 inferProvidersFromExternalKey 的调用与控制流程"
"lib/literature/paper-providers.ts","136","149","getPaperProviders","函数","实现 getPaperProviders 的调用与控制流程"
"lib/literature/paper-providers.ts","151","174","getPaperSourceUrls","函数","实现 getPaperSourceUrls 的调用与控制流程"
"lib/literature/paper-providers.ts","167","167","fallback","变量","保存或计算 fallback 所需的数据"
"lib/literature/paper-providers.ts","176","189","applyDraftProviderMetadata","函数","实现 applyDraftProviderMetadata 的调用与控制流程"
"lib/literature/paper-providers.ts","191","211","resolvePaperProviderMetadata","函数","实现 resolvePaperProviderMetadata 的调用与控制流程"
"lib/literature/paper-sort.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/literature/paper-sort.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/literature/paper-sort.ts","4","10","LiteraturePaperSortKey","类型","定义 LiteraturePaperSortKey 的数据契约"
"lib/literature/paper-sort.ts","26","37","priorityRank","函数","实现 priorityRank 的调用与控制流程"
"lib/literature/paper-sort.ts","39","46","publishedAtSortValue","函数","实现 publishedAtSortValue 的调用与控制流程"
"lib/literature/paper-sort.ts","48","50","compareDescending","函数","实现 compareDescending 的调用与控制流程"
"lib/literature/paper-sort.ts","52","93","sortLiteraturePapers","函数","实现 sortLiteraturePapers 的调用与控制流程"
"lib/literature/paper-sort.ts","58","90","函数@58","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","1","7","导入@1","导入","引入本文件依赖"
"lib/literature/paper-workspace-display.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/literature/paper-workspace-display.ts","10","17","extractChineseSection","函数","实现 extractChineseSection 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","19","23","estimateReadingMinutes","函数","实现 estimateReadingMinutes 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","25","46","inferDifficulty","函数","实现 inferDifficulty 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","35","35","函数@35","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","37","37","函数@37","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","48","67","inferResearchValue","函数","实现 inferResearchValue 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","50","50","scale","变量","保存或计算 scale 所需的数据"
"lib/literature/paper-workspace-display.ts","50","50","函数@50","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","69","81","defaultReadingGuide","函数","实现 defaultReadingGuide 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","83","132","deriveWorkspaceAnalysisFromPaper","函数","实现 deriveWorkspaceAnalysisFromPaper 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","94","94","函数@94","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","96","96","函数@96","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","134","141","getGoogleScholarUrl","函数","实现 getGoogleScholarUrl 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","143","154","getSemanticScholarUrl","函数","实现 getSemanticScholarUrl 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","156","217","isValidWorkspaceAnalysis","函数","实现 isValidWorkspaceAnalysis 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","188","188","函数@188","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/paper-workspace-display.ts","219","221","scoreBarWidth","函数","实现 scoreBarWidth 的调用与控制流程"
"lib/literature/pdf-upload-client.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/literature/pdf-upload-client.ts","8","14","sanitizeFileName","函数","实现 sanitizeFileName 的调用与控制流程"
"lib/literature/pdf-upload-client.ts","16","21","createUploadId","函数","实现 createUploadId 的调用与控制流程"
"lib/literature/pdf-upload-client.ts","23","29","assertPdf","函数","实现 assertPdf 的调用与控制流程"
"lib/literature/pdf-upload-client.ts","31","69","uploadLiteraturePdfDirect","函数","实现 uploadLiteraturePdfDirect 的调用与控制流程"
"lib/literature/pdf-upload-client.ts","65","67","函数@65","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","3","6","导入@3","导入","引入本文件依赖"
"lib/literature/providers/arxiv.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/literature/providers/arxiv.ts","8","15","导入@8","导入","引入本文件依赖"
"lib/literature/providers/arxiv.ts","16","16","导入@16","导入","引入本文件依赖"
"lib/literature/providers/arxiv.ts","21","30","ArxivEntryRaw","类型","定义 ArxivEntryRaw 的数据契约"
"lib/literature/providers/arxiv.ts","32","41","decodeXml","函数","实现 decodeXml 的调用与控制流程"
"lib/literature/providers/arxiv.ts","43","48","formatArxivDate","函数","实现 formatArxivDate 的调用与控制流程"
"lib/literature/providers/arxiv.ts","50","87","buildArxivSearchQuery","函数","实现 buildArxivSearchQuery 的调用与控制流程"
"lib/literature/providers/arxiv.ts","57","57","函数@57","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","59","59","函数@59","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","63","63","函数@63","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","65","65","函数@65","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","89","92","extractArxivId","函数","实现 extractArxivId 的调用与控制流程"
"lib/literature/providers/arxiv.ts","94","127","parseArxivEntries","函数","实现 parseArxivEntries 的调用与控制流程"
"lib/literature/providers/arxiv.ts","114","115","函数@114","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","121","121","函数@121","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","129","152","normalizeArxivEntry","函数","实现 normalizeArxivEntry 的调用与控制流程"
"lib/literature/providers/arxiv.ts","154","195","fetchArxivEntries","函数","实现 fetchArxivEntries 的调用与控制流程"
"lib/literature/providers/arxiv.ts","197","224","arxivProvider","变量","保存或计算 arxivProvider 所需的数据"
"lib/literature/providers/arxiv.ts","202","204","searchPapers","方法","实现 searchPapers 的调用与控制流程"
"lib/literature/providers/arxiv.ts","206","219","getPaper","方法","实现 getPaper 的调用与控制流程"
"lib/literature/providers/arxiv.ts","216","216","函数@216","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","221","223","normalizePaper","方法","实现 normalizePaper 的调用与控制流程"
"lib/literature/providers/arxiv.ts","226","243","fetchArxivPapers","函数","实现 fetchArxivPapers 的调用与控制流程"
"lib/literature/providers/arxiv.ts","233","242","函数@233","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","245","253","searchArxivPapers","函数","实现 searchArxivPapers 的调用与控制流程"
"lib/literature/providers/arxiv.ts","251","251","函数@251","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/arxiv.ts","252","252","函数@252","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/base.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/literature/providers/base.ts","4","7","导入@4","导入","引入本文件依赖"
"lib/literature/providers/base.ts","9","9","导出@9","导出","向其他模块公开能力"
"lib/literature/providers/base.ts","11","19","LiteratureProviderId","类型","定义 LiteratureProviderId 的数据契约"
"lib/literature/providers/base.ts","21","27","ProviderSearchOptions","类型","定义 ProviderSearchOptions 的数据契约"
"lib/literature/providers/base.ts","30","49","UnifiedPaper","类型","定义 UnifiedPaper 的数据契约"
"lib/literature/providers/base.ts","51","58","LiteratureProvider","接口","定义 LiteratureProvider 的数据契约"
"lib/literature/providers/base.ts","60","66","DedupeStats","类型","定义 DedupeStats 的数据契约"
"lib/literature/providers/base.ts","68","72","DedupeResult","类型","定义 DedupeResult 的数据契约"
"lib/literature/providers/base.ts","87","123","buildExternalKey","函数","实现 buildExternalKey 的调用与控制流程"
"lib/literature/providers/base.ts","125","131","normalizeDoi","函数","实现 normalizeDoi 的调用与控制流程"
"lib/literature/providers/base.ts","133","145","normalizeArxivId","函数","实现 normalizeArxivId 的调用与控制流程"
"lib/literature/providers/base.ts","147","154","normalizePubmedId","函数","实现 normalizePubmedId 的调用与控制流程"
"lib/literature/providers/base.ts","156","165","normalizeOpenReviewId","函数","实现 normalizeOpenReviewId 的调用与控制流程"
"lib/literature/providers/base.ts","167","173","normalizeTitle","函数","实现 normalizeTitle 的调用与控制流程"
"lib/literature/providers/base.ts","175","179","titleTokens","函数","实现 titleTokens 的调用与控制流程"
"lib/literature/providers/base.ts","178","178","函数@178","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/base.ts","181","201","titleSimilarity","函数","实现 titleSimilarity 的调用与控制流程"
"lib/literature/providers/base.ts","203","205","isPdfUrl","函数","实现 isPdfUrl 的调用与控制流程"
"lib/literature/providers/base.ts","207","231","pickBestTitle","函数","实现 pickBestTitle 的调用与控制流程"
"lib/literature/providers/base.ts","233","250","mergeAuthors","函数","实现 mergeAuthors 的调用与控制流程"
"lib/literature/providers/base.ts","252","276","pickEarliestPublishedAt","函数","实现 pickEarliestPublishedAt 的调用与控制流程"
"lib/literature/providers/base.ts","278","288","pickPdfUrl","函数","实现 pickPdfUrl 的调用与控制流程"
"lib/literature/providers/base.ts","290","292","pickPrimaryAbsUrl","函数","实现 pickPrimaryAbsUrl 的调用与控制流程"
"lib/literature/providers/base.ts","294","300","mergeProviderList","函数","实现 mergeProviderList 的调用与控制流程"
"lib/literature/providers/base.ts","299","299","函数@299","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/base.ts","302","310","mergeSourceUrls","函数","实现 mergeSourceUrls 的调用与控制流程"
"lib/literature/providers/base.ts","312","346","pickExternalKey","函数","实现 pickExternalKey 的调用与控制流程"
"lib/literature/providers/base.ts","348","356","pickPrimaryProvider","函数","实现 pickPrimaryProvider 的调用与控制流程"
"lib/literature/providers/base.ts","352","352","函数@352","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/base.ts","358","375","withProviderDefaults","函数","实现 withProviderDefaults 的调用与控制流程"
"lib/literature/providers/base.ts","377","402","exactDedupKeys","函数","实现 exactDedupKeys 的调用与控制流程"
"lib/literature/providers/base.ts","404","444","mergeUnifiedPapers","函数","实现 mergeUnifiedPapers 的调用与控制流程"
"lib/literature/providers/base.ts","446","487","findExactMatchIndex","函数","实现 findExactMatchIndex 的调用与控制流程"
"lib/literature/providers/base.ts","489","505","findFuzzyMatchIndex","函数","实现 findFuzzyMatchIndex 的调用与控制流程"
"lib/literature/providers/base.ts","507","575","deduplicateUnifiedPapers","函数","实现 deduplicateUnifiedPapers 的调用与控制流程"
"lib/literature/providers/base.ts","577","603","unifiedPaperToDraft","函数","实现 unifiedPaperToDraft 的调用与控制流程"
"lib/literature/providers/base.ts","585","585","函数@585","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/base.ts","605","620","matchesExcludeKeywords","函数","实现 matchesExcludeKeywords 的调用与控制流程"
"lib/literature/providers/base.ts","611","611","函数@611","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/base.ts","619","619","函数@619","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/crossref.ts","3","6","导入@3","导入","引入本文件依赖"
"lib/literature/providers/crossref.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/literature/providers/crossref.ts","8","14","导入@8","导入","引入本文件依赖"
"lib/literature/providers/crossref.ts","23","25","CrossrefDateParts","类型","定义 CrossrefDateParts 的数据契约"
"lib/literature/providers/crossref.ts","27","31","CrossrefAuthor","类型","定义 CrossrefAuthor 的数据契约"
"lib/literature/providers/crossref.ts","33","36","CrossrefLink","类型","定义 CrossrefLink 的数据契约"
"lib/literature/providers/crossref.ts","38","52","CrossrefWork","类型","定义 CrossrefWork 的数据契约"
"lib/literature/providers/crossref.ts","54","58","CrossrefSearchResponse","类型","定义 CrossrefSearchResponse 的数据契约"
"lib/literature/providers/crossref.ts","60","62","formatCrossrefDate","函数","实现 formatCrossrefDate 的调用与控制流程"
"lib/literature/providers/crossref.ts","64","71","stripAbstractMarkup","函数","实现 stripAbstractMarkup 的调用与控制流程"
"lib/literature/providers/crossref.ts","73","92","datePartsToIso","函数","实现 datePartsToIso 的调用与控制流程"
"lib/literature/providers/crossref.ts","94","110","extractPublishedAt","函数","实现 extractPublishedAt 的调用与控制流程"
"lib/literature/providers/crossref.ts","112","124","extractAuthors","函数","实现 extractAuthors 的调用与控制流程"
"lib/literature/providers/crossref.ts","114","122","函数@114","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/crossref.ts","126","139","extractPdfUrl","函数","实现 extractPdfUrl 的调用与控制流程"
"lib/literature/providers/crossref.ts","128","131","函数@128","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/crossref.ts","141","168","buildCrossrefSearchUrl","函数","实现 buildCrossrefSearchUrl 的调用与控制流程"
"lib/literature/providers/crossref.ts","170","224","normalizeCrossrefWork","函数","实现 normalizeCrossrefWork 的调用与控制流程"
"lib/literature/providers/crossref.ts","176","176","函数@176","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/crossref.ts","189","189","函数@189","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/crossref.ts","226","260","fetchCrossrefWorks","函数","实现 fetchCrossrefWorks 的调用与控制流程"
"lib/literature/providers/crossref.ts","262","286","fetchCrossrefWorkByDoi","函数","实现 fetchCrossrefWorkByDoi 的调用与控制流程"
"lib/literature/providers/crossref.ts","288","308","crossrefProvider","变量","保存或计算 crossrefProvider 所需的数据"
"lib/literature/providers/crossref.ts","293","295","searchPapers","方法","实现 searchPapers 的调用与控制流程"
"lib/literature/providers/crossref.ts","297","299","getPaper","方法","实现 getPaper 的调用与控制流程"
"lib/literature/providers/crossref.ts","301","307","normalizePaper","方法","实现 normalizePaper 的调用与控制流程"
"lib/literature/providers/dblp.ts","3","6","导入@3","导入","引入本文件依赖"
"lib/literature/providers/dblp.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/literature/providers/dblp.ts","8","14","导入@8","导入","引入本文件依赖"
"lib/literature/providers/dblp.ts","19","22","DblpAuthor","类型","定义 DblpAuthor 的数据契约"
"lib/literature/providers/dblp.ts","24","38","DblpPublicationInfo","类型","定义 DblpPublicationInfo 的数据契约"
"lib/literature/providers/dblp.ts","40","44","DblpSearchHit","类型","定义 DblpSearchHit 的数据契约"
"lib/literature/providers/dblp.ts","46","52","DblpSearchResponse","类型","定义 DblpSearchResponse 的数据契约"
"lib/literature/providers/dblp.ts","54","63","decodeXml","函数","实现 decodeXml 的调用与控制流程"
"lib/literature/providers/dblp.ts","65","67","stripDblpTitle","函数","实现 stripDblpTitle 的调用与控制流程"
"lib/literature/providers/dblp.ts","69","80","extractDblpAuthors","函数","实现 extractDblpAuthors 的调用与控制流程"
"lib/literature/providers/dblp.ts","78","78","函数@78","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","79","79","函数@79","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","82","96","extractDblpDoi","函数","实现 extractDblpDoi 的调用与控制流程"
"lib/literature/providers/dblp.ts","98","109","yearToPublishedAt","函数","实现 yearToPublishedAt 的调用与控制流程"
"lib/literature/providers/dblp.ts","111","126","extractAbsUrl","函数","实现 extractAbsUrl 的调用与控制流程"
"lib/literature/providers/dblp.ts","128","139","extractPdfUrl","函数","实现 extractPdfUrl 的调用与控制流程"
"lib/literature/providers/dblp.ts","141","158","buildDblpCategories","函数","实现 buildDblpCategories 的调用与控制流程"
"lib/literature/providers/dblp.ts","153","153","函数@153","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","160","183","buildDblpSearchQuery","函数","实现 buildDblpSearchQuery 的调用与控制流程"
"lib/literature/providers/dblp.ts","185","191","normalizeDblpHits","函数","实现 normalizeDblpHits 的调用与控制流程"
"lib/literature/providers/dblp.ts","193","209","paperWithinDateRange","函数","实现 paperWithinDateRange 的调用与控制流程"
"lib/literature/providers/dblp.ts","211","244","normalizeDblpPublication","函数","实现 normalizeDblpPublication 的调用与控制流程"
"lib/literature/providers/dblp.ts","246","285","parseDblpRecordXml","函数","实现 parseDblpRecordXml 的调用与控制流程"
"lib/literature/providers/dblp.ts","266","266","函数@266","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","269","269","函数@269","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","280","280","函数@280","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","287","290","extractTagValue","函数","实现 extractTagValue 的调用与控制流程"
"lib/literature/providers/dblp.ts","292","342","fetchDblpSearchHits","函数","实现 fetchDblpSearchHits 的调用与控制流程"
"lib/literature/providers/dblp.ts","336","340","函数@336","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","344","368","fetchDblpRecordByKey","函数","实现 fetchDblpRecordByKey 的调用与控制流程"
"lib/literature/providers/dblp.ts","370","393","dblpProvider","变量","保存或计算 dblpProvider 所需的数据"
"lib/literature/providers/dblp.ts","375","380","searchPapers","方法","实现 searchPapers 的调用与控制流程"
"lib/literature/providers/dblp.ts","378","378","函数@378","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","379","379","函数@379","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/dblp.ts","382","384","getPaper","方法","实现 getPaper 的调用与控制流程"
"lib/literature/providers/dblp.ts","386","392","normalizePaper","方法","实现 normalizePaper 的调用与控制流程"
"lib/literature/providers/index.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/literature/providers/index.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/literature/providers/index.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/literature/providers/index.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/literature/providers/index.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/literature/providers/index.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/literature/providers/index.ts","9","9","导入@9","导入","引入本文件依赖"
"lib/literature/providers/index.ts","10","10","导入@10","导入","引入本文件依赖"
"lib/literature/providers/index.ts","11","20","导入@11","导入","引入本文件依赖"
"lib/literature/providers/index.ts","21","21","导入@21","导入","引入本文件依赖"
"lib/literature/providers/index.ts","22","22","导入@22","导入","引入本文件依赖"
"lib/literature/providers/index.ts","23","23","导入@23","导入","引入本文件依赖"
"lib/literature/providers/index.ts","24","24","导入@24","导入","引入本文件依赖"
"lib/literature/providers/index.ts","25","25","导入@25","导入","引入本文件依赖"
"lib/literature/providers/index.ts","26","26","导入@26","导入","引入本文件依赖"
"lib/literature/providers/index.ts","27","27","导入@27","导入","引入本文件依赖"
"lib/literature/providers/index.ts","28","28","导入@28","导入","引入本文件依赖"
"lib/literature/providers/index.ts","29","29","导入@29","导入","引入本文件依赖"
"lib/literature/providers/index.ts","32","32","导出@32","导出","向其他模块公开能力"
"lib/literature/providers/index.ts","47","47","函数@47","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","50","60","LiteratureSearchQualityMetrics","类型","定义 LiteratureSearchQualityMetrics 的数据契约"
"lib/literature/providers/index.ts","65","67","elapsedMs","函数","实现 elapsedMs 的调用与控制流程"
"lib/literature/providers/index.ts","69","77","toSearchOptions","函数","实现 toSearchOptions 的调用与控制流程"
"lib/literature/providers/index.ts","79","86","logSearchQualityMetrics","函数","实现 logSearchQualityMetrics 的调用与控制流程"
"lib/literature/providers/index.ts","88","99","getEnabledProvidersForSettings","函数","实现 getEnabledProvidersForSettings 的调用与控制流程"
"lib/literature/providers/index.ts","93","93","函数@93","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","98","98","函数@98","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","101","104","FetchFromProviderResult","类型","定义 FetchFromProviderResult 的数据契约"
"lib/literature/providers/index.ts","106","146","fetchFromProvider","函数","实现 fetchFromProvider 的调用与控制流程"
"lib/literature/providers/index.ts","116","123","函数@116","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","124","124","函数@124","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","151","308","searchLiteratureProviders","函数","实现 searchLiteratureProviders 的调用与控制流程"
"lib/literature/providers/index.ts","163","163","fetchedByProvider","变量","保存或计算 fetchedByProvider 所需的数据"
"lib/literature/providers/index.ts","168","171","函数@168","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","202","205","函数@202","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","206","206","函数@206","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","208","210","函数@208","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","213","213","函数@213","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","224","224","函数@224","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","230","231","函数@230","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","236","236","函数@236","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","237","238","函数@237","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/index.ts","249","259","quality","变量","保存或计算 quality 所需的数据"
"lib/literature/providers/openalex.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/literature/providers/openalex.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/literature/providers/openalex.ts","5","14","导入@5","导入","引入本文件依赖"
"lib/literature/providers/openalex.ts","22","26","OpenAlexAuthor","类型","定义 OpenAlexAuthor 的数据契约"
"lib/literature/providers/openalex.ts","28","51","OpenAlexWork","类型","定义 OpenAlexWork 的数据契约"
"lib/literature/providers/openalex.ts","53","55","OpenAlexSearchResponse","类型","定义 OpenAlexSearchResponse 的数据契约"
"lib/literature/providers/openalex.ts","57","64","extractOpenAlexId","函数","实现 extractOpenAlexId 的调用与控制流程"
"lib/literature/providers/openalex.ts","66","83","abstractFromInvertedIndex","函数","实现 abstractFromInvertedIndex 的调用与控制流程"
"lib/literature/providers/openalex.ts","81","81","函数@81","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openalex.ts","82","82","函数@82","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openalex.ts","85","87","formatOpenAlexDate","函数","实现 formatOpenAlexDate 的调用与控制流程"
"lib/literature/providers/openalex.ts","89","112","buildOpenAlexSearchUrl","函数","实现 buildOpenAlexSearchUrl 的调用与控制流程"
"lib/literature/providers/openalex.ts","114","171","normalizeOpenAlexWork","函数","实现 normalizeOpenAlexWork 的调用与控制流程"
"lib/literature/providers/openalex.ts","139","139","函数@139","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openalex.ts","140","140","函数@140","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openalex.ts","155","155","函数@155","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openalex.ts","156","156","函数@156","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openalex.ts","173","197","fetchOpenAlexWorks","函数","实现 fetchOpenAlexWorks 的调用与控制流程"
"lib/literature/providers/openalex.ts","199","218","fetchOpenAlexWorkById","函数","实现 fetchOpenAlexWorkById 的调用与控制流程"
