"文件","行号","所在符号","行类型","作用","代码摘要"
"lib/literature/server/parse.ts","155","parsePersonalNotes","空行","分隔代码结构，提高可读性；属于“parsePersonalNotes”函数",""
"lib/literature/server/parse.ts","156","parsePersonalNotes","变量/计算","声明状态、配置或中间计算结果；属于“parsePersonalNotes”函数","const notes = (body as Record<string, unknown>).notes;"
"lib/literature/server/parse.ts","157","parsePersonalNotes","空行","分隔代码结构，提高可读性；属于“parsePersonalNotes”函数",""
"lib/literature/server/parse.ts","158","parsePersonalNotes","条件分支","根据运行条件选择执行路径；属于“parsePersonalNotes”函数","if (typeof notes !== ""string"") {"
"lib/literature/server/parse.ts","159","parsePersonalNotes","错误终止","在约束不满足时中止当前流程；属于“parsePersonalNotes”函数","throw new LiteratureError(""notes must be a string."", 400);"
"lib/literature/server/parse.ts","160","parsePersonalNotes","结构结束","结束当前语句、对象或作用域；属于“parsePersonalNotes”函数","}"
"lib/literature/server/parse.ts","161","parsePersonalNotes","空行","分隔代码结构，提高可读性；属于“parsePersonalNotes”函数",""
"lib/literature/server/parse.ts","162","parsePersonalNotes","返回结果","结束当前作用域并向调用方返回值；属于“parsePersonalNotes”函数","return notes;"
"lib/literature/server/parse.ts","163","parsePersonalNotes","结构结束","结束当前语句、对象或作用域；属于“parsePersonalNotes”函数","}"
"lib/literature/server/parse.ts","164","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/parse.ts","165","parsePaperFolderIds","公开接口","定义或导出供其他模块调用的能力；属于“parsePaperFolderIds”函数","export function parsePaperFolderIds(body: unknown): string[] {"
"lib/literature/server/parse.ts","166","parsePaperFolderIds","条件分支","根据运行条件选择执行路径；属于“parsePaperFolderIds”函数","if (typeof body !== ""object"" || body === null) {"
"lib/literature/server/parse.ts","167","parsePaperFolderIds","错误终止","在约束不满足时中止当前流程；属于“parsePaperFolderIds”函数","throw new LiteratureError(""Invalid paper folders body."", 400);"
"lib/literature/server/parse.ts","168","parsePaperFolderIds","结构结束","结束当前语句、对象或作用域；属于“parsePaperFolderIds”函数","}"
"lib/literature/server/parse.ts","169","parsePaperFolderIds","空行","分隔代码结构，提高可读性；属于“parsePaperFolderIds”函数",""
"lib/literature/server/parse.ts","170","parsePaperFolderIds","变量/计算","声明状态、配置或中间计算结果；属于“parsePaperFolderIds”函数","const folderIds = (body as Record<string, unknown>).folderIds;"
"lib/literature/server/parse.ts","171","parsePaperFolderIds","空行","分隔代码结构，提高可读性；属于“parsePaperFolderIds”函数",""
"lib/literature/server/parse.ts","172","parsePaperFolderIds","条件分支","根据运行条件选择执行路径；属于“parsePaperFolderIds”函数","if (!Array.isArray(folderIds)) {"
"lib/literature/server/parse.ts","173","parsePaperFolderIds","错误终止","在约束不满足时中止当前流程；属于“parsePaperFolderIds”函数","throw new LiteratureError(""folderIds must be an array."", 400);"
"lib/literature/server/parse.ts","174","parsePaperFolderIds","结构结束","结束当前语句、对象或作用域；属于“parsePaperFolderIds”函数","}"
"lib/literature/server/parse.ts","175","parsePaperFolderIds","空行","分隔代码结构，提高可读性；属于“parsePaperFolderIds”函数",""
"lib/literature/server/parse.ts","176","parsePaperFolderIds","变量/计算","声明状态、配置或中间计算结果；属于“parsePaperFolderIds”函数","const parsed = folderIds"
"lib/literature/server/parse.ts","177","函数@177","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@177”函数",".filter((item): item is string => typeof item === ""string"")"
"lib/literature/server/parse.ts","178","函数@178","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@178”函数",".map((item) => item.trim())"
"lib/literature/server/parse.ts","179","parsePaperFolderIds","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“parsePaperFolderIds”函数",".filter(Boolean);"
"lib/literature/server/parse.ts","180","parsePaperFolderIds","空行","分隔代码结构，提高可读性；属于“parsePaperFolderIds”函数",""
"lib/literature/server/parse.ts","181","parsePaperFolderIds","返回结果","结束当前作用域并向调用方返回值；属于“parsePaperFolderIds”函数","return [...new Set(parsed)];"
"lib/literature/server/parse.ts","182","parsePaperFolderIds","结构结束","结束当前语句、对象或作用域；属于“parsePaperFolderIds”函数","}"
"lib/literature/server/parse.ts","183","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","1","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","// Server-only module."
"lib/literature/server/pdf-archive.ts","2","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","3","导入@3","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@3”导入","import { createHash } from ""crypto"";"
"lib/literature/server/pdf-archive.ts","4","导入@4","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@4”导入","import type { SupabaseClient } from ""@supabase/supabase-js"";"
"lib/literature/server/pdf-archive.ts","5","导入@5","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@5”导入","import { extractText, getDocumentProxy } from ""unpdf"";"
"lib/literature/server/pdf-archive.ts","6","导入@6","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@6”导入","import { LiteratureError } from ""@/lib/literature/errors"";"
"lib/literature/server/pdf-archive.ts","7","导入@7","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@7”导入","import { extractFigureEvidenceFromText } from ""@/lib/literature/server/figure-evidence"";"
"lib/literature/server/pdf-archive.ts","8","导入@8","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@8”导入","import { updateLiteraturePaperPdfArchive } from ""@/lib/literature/server/repository"";"
"lib/literature/server/pdf-archive.ts","9","导入@9","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@9”导入","import type { LiteraturePaper } from ""@/lib/literature/types"";"
"lib/literature/server/pdf-archive.ts","10","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","11","(模块顶层)","变量/计算","声明状态、配置或中间计算结果；属于文件顶层","const LITERATURE_PDFS_BUCKET = ""literature-pdfs"";"
"lib/literature/server/pdf-archive.ts","12","(模块顶层)","变量/计算","声明状态、配置或中间计算结果；属于文件顶层","const MAX_PDF_BYTES = 50 * 1024 * 1024;"
"lib/literature/server/pdf-archive.ts","13","(模块顶层)","变量/计算","声明状态、配置或中间计算结果；属于文件顶层","const MAX_FULL_TEXT_CHARS = 220_000;"
"lib/literature/server/pdf-archive.ts","14","(模块顶层)","变量/计算","声明状态、配置或中间计算结果；属于文件顶层","const DOWNLOAD_TIMEOUT_MS = 25_000;"
"lib/literature/server/pdf-archive.ts","15","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","16","isLikelyPdfUrl","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“isLikelyPdfUrl”函数","function isLikelyPdfUrl(url: string): boolean {"
"lib/literature/server/pdf-archive.ts","17","isLikelyPdfUrl","变量/计算","声明状态、配置或中间计算结果；属于“isLikelyPdfUrl”函数","const normalized = url.toLowerCase();"
"lib/literature/server/pdf-archive.ts","18","isLikelyPdfUrl","返回结果","结束当前作用域并向调用方返回值；属于“isLikelyPdfUrl”函数","return ("
"lib/literature/server/pdf-archive.ts","19","isLikelyPdfUrl","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“isLikelyPdfUrl”函数","normalized.endsWith("".pdf"") ||"
"lib/literature/server/pdf-archive.ts","20","isLikelyPdfUrl","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“isLikelyPdfUrl”函数","normalized.includes(""/pdf/"") ||"
"lib/literature/server/pdf-archive.ts","21","isLikelyPdfUrl","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“isLikelyPdfUrl”函数","normalized.includes(""pdf"") ||"
"lib/literature/server/pdf-archive.ts","22","isLikelyPdfUrl","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“isLikelyPdfUrl”函数","normalized.includes(""arxiv.org"")"
"lib/literature/server/pdf-archive.ts","23","isLikelyPdfUrl","结构结束","结束当前语句、对象或作用域；属于“isLikelyPdfUrl”函数",");"
"lib/literature/server/pdf-archive.ts","24","isLikelyPdfUrl","结构结束","结束当前语句、对象或作用域；属于“isLikelyPdfUrl”函数","}"
"lib/literature/server/pdf-archive.ts","25","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","26","sanitizeFilePart","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“sanitizeFilePart”函数","function sanitizeFilePart(value: string): string {"
"lib/literature/server/pdf-archive.ts","27","sanitizeFilePart","返回结果","结束当前作用域并向调用方返回值；属于“sanitizeFilePart”函数","return value"
"lib/literature/server/pdf-archive.ts","28","sanitizeFilePart","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“sanitizeFilePart”函数",".replace(/[^a-zA-Z0-9._-]+/g, ""-"")"
"lib/literature/server/pdf-archive.ts","29","sanitizeFilePart","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“sanitizeFilePart”函数",".replace(/^-+|-+$/g, """")"
"lib/literature/server/pdf-archive.ts","30","sanitizeFilePart","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“sanitizeFilePart”函数",".slice(0, 80);"
"lib/literature/server/pdf-archive.ts","31","sanitizeFilePart","结构结束","结束当前语句、对象或作用域；属于“sanitizeFilePart”函数","}"
"lib/literature/server/pdf-archive.ts","32","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","33","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数","function buildPdfStoragePath("
"lib/literature/server/pdf-archive.ts","34","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数","userId: string,"
"lib/literature/server/pdf-archive.ts","35","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数","paper: LiteraturePaper,"
"lib/literature/server/pdf-archive.ts","36","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数","originalFileName?: string,"
"lib/literature/server/pdf-archive.ts","37","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数","): string {"
"lib/literature/server/pdf-archive.ts","38","buildPdfStoragePath","变量/计算","声明状态、配置或中间计算结果；属于“buildPdfStoragePath”函数","const digest = createHash(""sha1"")"
"lib/literature/server/pdf-archive.ts","39","buildPdfStoragePath","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“buildPdfStoragePath”函数",".update(`${paper.id}:${paper.pdfUrl}:${paper.title}`)"
"lib/literature/server/pdf-archive.ts","40","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数",".digest(""hex"")"
"lib/literature/server/pdf-archive.ts","41","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数",".slice(0, 16);"
"lib/literature/server/pdf-archive.ts","42","buildPdfStoragePath","变量/计算","声明状态、配置或中间计算结果；属于“buildPdfStoragePath”函数","const fileBase = originalFileName"
"lib/literature/server/pdf-archive.ts","43","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数","? originalFileName.replace(/\.pdf$/i, """")"
"lib/literature/server/pdf-archive.ts","44","buildPdfStoragePath","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildPdfStoragePath”函数",": paper.title;"
"lib/literature/server/pdf-archive.ts","45","buildPdfStoragePath","变量/计算","声明状态、配置或中间计算结果；属于“buildPdfStoragePath”函数","const title = sanitizeFilePart(fileBase) || ""paper"";"
"lib/literature/server/pdf-archive.ts","46","buildPdfStoragePath","返回结果","结束当前作用域并向调用方返回值；属于“buildPdfStoragePath”函数","return `${userId}/${paper.id}/${digest}-${title}.pdf`;"
"lib/literature/server/pdf-archive.ts","47","buildPdfStoragePath","结构结束","结束当前语句、对象或作用域；属于“buildPdfStoragePath”函数","}"
"lib/literature/server/pdf-archive.ts","48","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","49","createTimeoutSignal","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“createTimeoutSignal”函数","function createTimeoutSignal(): AbortSignal {"
"lib/literature/server/pdf-archive.ts","50","createTimeoutSignal","返回结果","结束当前作用域并向调用方返回值；属于“createTimeoutSignal”函数","return AbortSignal.timeout(DOWNLOAD_TIMEOUT_MS);"
"lib/literature/server/pdf-archive.ts","51","createTimeoutSignal","结构结束","结束当前语句、对象或作用域；属于“createTimeoutSignal”函数","}"
"lib/literature/server/pdf-archive.ts","52","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","53","downloadPdf","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadPdf”函数","async function downloadPdf(url: string): Promise<Buffer> {"
"lib/literature/server/pdf-archive.ts","54","downloadPdf","变量/计算","声明状态、配置或中间计算结果；属于“downloadPdf”函数","const response = await fetch(url, {"
"lib/literature/server/pdf-archive.ts","55","downloadPdf","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadPdf”函数","headers: {"
"lib/literature/server/pdf-archive.ts","56","downloadPdf","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadPdf”函数","Accept: ""application/pdf,*/*;q=0.8"","
"lib/literature/server/pdf-archive.ts","57","downloadPdf","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadPdf”函数","""User-Agent"":"
"lib/literature/server/pdf-archive.ts","58","downloadPdf","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadPdf”函数","""ResearchGPT/1.0 (+https://researchgpt.local; literature PDF archive)"","
"lib/literature/server/pdf-archive.ts","59","downloadPdf","结构结束","结束当前语句、对象或作用域；属于“downloadPdf”函数","},"
"lib/literature/server/pdf-archive.ts","60","downloadPdf","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadPdf”函数","signal: createTimeoutSignal(),"
"lib/literature/server/pdf-archive.ts","61","downloadPdf","结构结束","结束当前语句、对象或作用域；属于“downloadPdf”函数","});"
"lib/literature/server/pdf-archive.ts","62","downloadPdf","空行","分隔代码结构，提高可读性；属于“downloadPdf”函数",""
"lib/literature/server/pdf-archive.ts","63","downloadPdf","条件分支","根据运行条件选择执行路径；属于“downloadPdf”函数","if (!response.ok) {"
"lib/literature/server/pdf-archive.ts","64","downloadPdf","错误终止","在约束不满足时中止当前流程；属于“downloadPdf”函数","throw new LiteratureError(`PDF download failed: HTTP ${response.status}`, 502);"
"lib/literature/server/pdf-archive.ts","65","downloadPdf","结构结束","结束当前语句、对象或作用域；属于“downloadPdf”函数","}"
"lib/literature/server/pdf-archive.ts","66","downloadPdf","空行","分隔代码结构，提高可读性；属于“downloadPdf”函数",""
"lib/literature/server/pdf-archive.ts","67","downloadPdf","变量/计算","声明状态、配置或中间计算结果；属于“downloadPdf”函数","const contentLength = Number(response.headers.get(""content-length""));"
"lib/literature/server/pdf-archive.ts","68","downloadPdf","条件分支","根据运行条件选择执行路径；属于“downloadPdf”函数","if (Number.isFinite(contentLength) && contentLength > MAX_PDF_BYTES) {"
"lib/literature/server/pdf-archive.ts","69","downloadPdf","错误终止","在约束不满足时中止当前流程；属于“downloadPdf”函数","throw new LiteratureError(""PDF is larger than the storage limit."", 413);"
"lib/literature/server/pdf-archive.ts","70","downloadPdf","结构结束","结束当前语句、对象或作用域；属于“downloadPdf”函数","}"
"lib/literature/server/pdf-archive.ts","71","downloadPdf","空行","分隔代码结构，提高可读性；属于“downloadPdf”函数",""
"lib/literature/server/pdf-archive.ts","72","downloadPdf","变量/计算","声明状态、配置或中间计算结果；属于“downloadPdf”函数","const contentType = response.headers.get(""content-type"")?.toLowerCase() ?? """";"
"lib/literature/server/pdf-archive.ts","73","downloadPdf","变量/计算","声明状态、配置或中间计算结果；属于“downloadPdf”函数","const arrayBuffer = await response.arrayBuffer();"
"lib/literature/server/pdf-archive.ts","74","downloadPdf","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“downloadPdf”函数","const buffer = Buffer.from(arrayBuffer);"
"lib/literature/server/pdf-archive.ts","75","downloadPdf","空行","分隔代码结构，提高可读性；属于“downloadPdf”函数",""
"lib/literature/server/pdf-archive.ts","76","downloadPdf","条件分支","根据运行条件选择执行路径；属于“downloadPdf”函数","if (buffer.byteLength === 0) {"
"lib/literature/server/pdf-archive.ts","77","downloadPdf","错误终止","在约束不满足时中止当前流程；属于“downloadPdf”函数","throw new LiteratureError(""Downloaded PDF is empty."", 422);"
"lib/literature/server/pdf-archive.ts","78","downloadPdf","结构结束","结束当前语句、对象或作用域；属于“downloadPdf”函数","}"
"lib/literature/server/pdf-archive.ts","79","downloadPdf","空行","分隔代码结构，提高可读性；属于“downloadPdf”函数",""
"lib/literature/server/pdf-archive.ts","80","downloadPdf","条件分支","根据运行条件选择执行路径；属于“downloadPdf”函数","if (buffer.byteLength > MAX_PDF_BYTES) {"
"lib/literature/server/pdf-archive.ts","81","downloadPdf","错误终止","在约束不满足时中止当前流程；属于“downloadPdf”函数","throw new LiteratureError(""PDF is larger than the storage limit."", 413);"
"lib/literature/server/pdf-archive.ts","82","downloadPdf","结构结束","结束当前语句、对象或作用域；属于“downloadPdf”函数","}"
"lib/literature/server/pdf-archive.ts","83","downloadPdf","空行","分隔代码结构，提高可读性；属于“downloadPdf”函数",""
"lib/literature/server/pdf-archive.ts","84","downloadPdf","变量/计算","声明状态、配置或中间计算结果；属于“downloadPdf”函数","const hasPdfHeader = buffer.subarray(0, 5).toString(""utf8"") === ""%PDF-"";"
"lib/literature/server/pdf-archive.ts","85","downloadPdf","条件分支","根据运行条件选择执行路径；属于“downloadPdf”函数","if (!hasPdfHeader && !contentType.includes(""pdf"")) {"
"lib/literature/server/pdf-archive.ts","86","downloadPdf","错误终止","在约束不满足时中止当前流程；属于“downloadPdf”函数","throw new LiteratureError(""Downloaded file is not a PDF."", 415);"
"lib/literature/server/pdf-archive.ts","87","downloadPdf","结构结束","结束当前语句、对象或作用域；属于“downloadPdf”函数","}"
"lib/literature/server/pdf-archive.ts","88","downloadPdf","空行","分隔代码结构，提高可读性；属于“downloadPdf”函数",""
"lib/literature/server/pdf-archive.ts","89","downloadPdf","返回结果","结束当前作用域并向调用方返回值；属于“downloadPdf”函数","return buffer;"
"lib/literature/server/pdf-archive.ts","90","downloadPdf","结构结束","结束当前语句、对象或作用域；属于“downloadPdf”函数","}"
"lib/literature/server/pdf-archive.ts","91","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","92","assertPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“assertPdfBuffer”函数","function assertPdfBuffer(buffer: Buffer): void {"
"lib/literature/server/pdf-archive.ts","93","assertPdfBuffer","条件分支","根据运行条件选择执行路径；属于“assertPdfBuffer”函数","if (buffer.byteLength === 0) {"
"lib/literature/server/pdf-archive.ts","94","assertPdfBuffer","错误终止","在约束不满足时中止当前流程；属于“assertPdfBuffer”函数","throw new LiteratureError(""Uploaded PDF is empty."", 422);"
"lib/literature/server/pdf-archive.ts","95","assertPdfBuffer","结构结束","结束当前语句、对象或作用域；属于“assertPdfBuffer”函数","}"
"lib/literature/server/pdf-archive.ts","96","assertPdfBuffer","空行","分隔代码结构，提高可读性；属于“assertPdfBuffer”函数",""
"lib/literature/server/pdf-archive.ts","97","assertPdfBuffer","条件分支","根据运行条件选择执行路径；属于“assertPdfBuffer”函数","if (buffer.byteLength > MAX_PDF_BYTES) {"
"lib/literature/server/pdf-archive.ts","98","assertPdfBuffer","错误终止","在约束不满足时中止当前流程；属于“assertPdfBuffer”函数","throw new LiteratureError(""PDF is larger than the storage limit."", 413);"
"lib/literature/server/pdf-archive.ts","99","assertPdfBuffer","结构结束","结束当前语句、对象或作用域；属于“assertPdfBuffer”函数","}"
"lib/literature/server/pdf-archive.ts","100","assertPdfBuffer","空行","分隔代码结构，提高可读性；属于“assertPdfBuffer”函数",""
"lib/literature/server/pdf-archive.ts","101","assertPdfBuffer","变量/计算","声明状态、配置或中间计算结果；属于“assertPdfBuffer”函数","const hasPdfHeader = buffer.subarray(0, 5).toString(""utf8"") === ""%PDF-"";"
"lib/literature/server/pdf-archive.ts","102","assertPdfBuffer","条件分支","根据运行条件选择执行路径；属于“assertPdfBuffer”函数","if (!hasPdfHeader) {"
"lib/literature/server/pdf-archive.ts","103","assertPdfBuffer","错误终止","在约束不满足时中止当前流程；属于“assertPdfBuffer”函数","throw new LiteratureError(""Uploaded file is not a valid PDF."", 415);"
"lib/literature/server/pdf-archive.ts","104","assertPdfBuffer","结构结束","结束当前语句、对象或作用域；属于“assertPdfBuffer”函数","}"
"lib/literature/server/pdf-archive.ts","105","assertPdfBuffer","结构结束","结束当前语句、对象或作用域；属于“assertPdfBuffer”函数","}"
"lib/literature/server/pdf-archive.ts","106","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","107","extractPdfFullText","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“extractPdfFullText”函数","async function extractPdfFullText(buffer: Buffer): Promise<string | null> {"
"lib/literature/server/pdf-archive.ts","108","extractPdfFullText","异常处理","捕获、转换或清理运行错误；属于“extractPdfFullText”函数","try {"
"lib/literature/server/pdf-archive.ts","109","extractPdfFullText","变量/计算","声明状态、配置或中间计算结果；属于“extractPdfFullText”函数","const pdf = await getDocumentProxy(new Uint8Array(buffer));"
"lib/literature/server/pdf-archive.ts","110","extractPdfFullText","变量/计算","声明状态、配置或中间计算结果；属于“extractPdfFullText”函数","const { text } = await extractText(pdf, { mergePages: true });"
"lib/literature/server/pdf-archive.ts","111","extractPdfFullText","变量/计算","声明状态、配置或中间计算结果；属于“extractPdfFullText”函数","const normalized = text.replace(/\s+\n/g, ""\n"").replace(/\n{3,}/g, ""\n\n"").trim();"
"lib/literature/server/pdf-archive.ts","112","extractPdfFullText","返回结果","结束当前作用域并向调用方返回值；属于“extractPdfFullText”函数","return normalized ? normalized.slice(0, MAX_FULL_TEXT_CHARS) : null;"
"lib/literature/server/pdf-archive.ts","113","extractPdfFullText","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“extractPdfFullText”函数","} catch (error) {"
"lib/literature/server/pdf-archive.ts","114","extractPdfFullText","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“extractPdfFullText”函数","console.warn(""[literature] PDF text extraction failed:"", error);"
"lib/literature/server/pdf-archive.ts","115","extractPdfFullText","返回结果","结束当前作用域并向调用方返回值；属于“extractPdfFullText”函数","return null;"
"lib/literature/server/pdf-archive.ts","116","extractPdfFullText","结构结束","结束当前语句、对象或作用域；属于“extractPdfFullText”函数","}"
"lib/literature/server/pdf-archive.ts","117","extractPdfFullText","结构结束","结束当前语句、对象或作用域；属于“extractPdfFullText”函数","}"
"lib/literature/server/pdf-archive.ts","118","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/literature/server/pdf-archive.ts","119","downloadStoredPdfBuffer","公开接口","定义或导出供其他模块调用的能力；属于“downloadStoredPdfBuffer”函数","export async function downloadStoredPdfBuffer("
"lib/literature/server/pdf-archive.ts","120","downloadStoredPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadStoredPdfBuffer”函数","supabase: SupabaseClient,"
"lib/literature/server/pdf-archive.ts","121","downloadStoredPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadStoredPdfBuffer”函数","userId: string,"
"lib/literature/server/pdf-archive.ts","122","downloadStoredPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadStoredPdfBuffer”函数","paper: LiteraturePaper,"
"lib/literature/server/pdf-archive.ts","123","downloadStoredPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadStoredPdfBuffer”函数","): Promise<{ buffer: Buffer; storagePath: string; fileName: string }> {"
"lib/literature/server/pdf-archive.ts","124","downloadStoredPdfBuffer","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“downloadStoredPdfBuffer”函数","const bucket = supabase.storage.from(LITERATURE_PDFS_BUCKET);"
"lib/literature/server/pdf-archive.ts","125","downloadStoredPdfBuffer","变量/计算","声明状态、配置或中间计算结果；属于“downloadStoredPdfBuffer”函数","const candidatePaths: string[] = [];"
"lib/literature/server/pdf-archive.ts","126","downloadStoredPdfBuffer","空行","分隔代码结构，提高可读性；属于“downloadStoredPdfBuffer”函数",""
"lib/literature/server/pdf-archive.ts","127","downloadStoredPdfBuffer","条件分支","根据运行条件选择执行路径；属于“downloadStoredPdfBuffer”函数","if (paper.pdfStoragePath) {"
"lib/literature/server/pdf-archive.ts","128","downloadStoredPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadStoredPdfBuffer”函数","candidatePaths.push(paper.pdfStoragePath);"
"lib/literature/server/pdf-archive.ts","129","downloadStoredPdfBuffer","结构结束","结束当前语句、对象或作用域；属于“downloadStoredPdfBuffer”函数","}"
"lib/literature/server/pdf-archive.ts","130","downloadStoredPdfBuffer","空行","分隔代码结构，提高可读性；属于“downloadStoredPdfBuffer”函数",""
"lib/literature/server/pdf-archive.ts","131","downloadStoredPdfBuffer","变量/计算","声明状态、配置或中间计算结果；属于“downloadStoredPdfBuffer”函数","const folderPath = `${userId}/${paper.id}`;"
"lib/literature/server/pdf-archive.ts","132","downloadStoredPdfBuffer","变量/计算","声明状态、配置或中间计算结果；属于“downloadStoredPdfBuffer”函数","const { data: storedFiles, error: listError } = await bucket.list(folderPath, {"
"lib/literature/server/pdf-archive.ts","133","downloadStoredPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadStoredPdfBuffer”函数","limit: 100,"
"lib/literature/server/pdf-archive.ts","134","downloadStoredPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadStoredPdfBuffer”函数","sortBy: { column: ""updated_at"", order: ""desc"" },"
"lib/literature/server/pdf-archive.ts","135","downloadStoredPdfBuffer","结构结束","结束当前语句、对象或作用域；属于“downloadStoredPdfBuffer”函数","});"
"lib/literature/server/pdf-archive.ts","136","downloadStoredPdfBuffer","空行","分隔代码结构，提高可读性；属于“downloadStoredPdfBuffer”函数",""
"lib/literature/server/pdf-archive.ts","137","downloadStoredPdfBuffer","条件分支","根据运行条件选择执行路径；属于“downloadStoredPdfBuffer”函数","if (!listError) {"
"lib/literature/server/pdf-archive.ts","138","downloadStoredPdfBuffer","循环","遍历或重复处理集合数据；属于“downloadStoredPdfBuffer”函数","for (const file of storedFiles ?? []) {"
"lib/literature/server/pdf-archive.ts","139","downloadStoredPdfBuffer","条件分支","根据运行条件选择执行路径；属于“downloadStoredPdfBuffer”函数","if (file.name.toLowerCase().endsWith("".pdf"")) {"
"lib/literature/server/pdf-archive.ts","140","downloadStoredPdfBuffer","变量/计算","声明状态、配置或中间计算结果；属于“downloadStoredPdfBuffer”函数","const path = `${folderPath}/${file.name}`;"
"lib/literature/server/pdf-archive.ts","141","downloadStoredPdfBuffer","条件分支","根据运行条件选择执行路径；属于“downloadStoredPdfBuffer”函数","if (!candidatePaths.includes(path)) {"
"lib/literature/server/pdf-archive.ts","142","downloadStoredPdfBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“downloadStoredPdfBuffer”函数","candidatePaths.push(path);"
