"文件","起始行","结束行","符号","类型","作用"
"lib/export/artifact-boundary.ts","137","137","函数@137","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/artifact-boundary.ts","163","168","isLegacyFigureMetadata","函数","实现 isLegacyFigureMetadata 的调用与控制流程"
"lib/export/artifact-boundary.ts","170","216","separateArtifactChannels","函数","实现 separateArtifactChannels 的调用与控制流程"
"lib/export/artifact-boundary.ts","179","184","函数@179","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/artifact-boundary.ts","188","194","函数@188","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/artifact-boundary.ts","198","209","函数@198","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/client.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/export/client.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/export/client.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/export/client.ts","7","7","导出@7","导出","向其他模块公开能力"
"lib/export/client.ts","9","14","ExportContentRequest","类型","定义 ExportContentRequest 的数据契约"
"lib/export/client.ts","16","49","exportContent","函数","实现 exportContent 的调用与控制流程"
"lib/export/completeness.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/export/completeness.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/export/completeness.ts","4","9","ArtifactCompletenessIssueCode","类型","定义 ArtifactCompletenessIssueCode 的数据契约"
"lib/export/completeness.ts","11","11","ArtifactCompletenessIssueSeverity","类型","定义 ArtifactCompletenessIssueSeverity 的数据契约"
"lib/export/completeness.ts","13","18","ArtifactCompletenessIssue","类型","定义 ArtifactCompletenessIssue 的数据契约"
"lib/export/completeness.ts","20","25","ArtifactCompletenessInput","类型","定义 ArtifactCompletenessInput 的数据契约"
"lib/export/completeness.ts","27","33","ArtifactCompletenessReport","类型","定义 ArtifactCompletenessReport 的数据契约"
"lib/export/completeness.ts","89","94","getMetadataText","函数","实现 getMetadataText 的调用与控制流程"
"lib/export/completeness.ts","92","92","函数@92","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","96","109","stripMarkdownSyntax","函数","实现 stripMarkdownSyntax 的调用与控制流程"
"lib/export/completeness.ts","98","99","函数@98","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","102","103","函数@102","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","111","115","countTextUnits","函数","实现 countTextUnits 的调用与控制流程"
"lib/export/completeness.ts","117","129","extractRequestedLengthUnits","函数","实现 extractRequestedLengthUnits 的调用与控制流程"
"lib/export/completeness.ts","131","148","requiresLongformCheck","函数","实现 requiresLongformCheck 的调用与控制流程"
"lib/export/completeness.ts","145","146","函数@145","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","150","165","endsUnfinished","函数","实现 endsUnfinished 的调用与控制流程"
"lib/export/completeness.ts","163","163","函数@163","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","167","173","compactHeading","函数","实现 compactHeading 的调用与控制流程"
"lib/export/completeness.ts","175","181","hasHeading","函数","实现 hasHeading 的调用与控制流程"
"lib/export/completeness.ts","177","177","函数@177","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","180","180","函数@180","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","183","187","hasReferencesHeading","函数","实现 hasReferencesHeading 的调用与控制流程"
"lib/export/completeness.ts","189","204","hasCitationOrReferencePlaceholder","函数","实现 hasCitationOrReferencePlaceholder 的调用与控制流程"
"lib/export/completeness.ts","206","214","hasSourceNotice","函数","实现 hasSourceNotice 的调用与控制流程"
"lib/export/completeness.ts","216","224","addIssue","函数","实现 addIssue 的调用与控制流程"
"lib/export/completeness.ts","226","233","addRepairableIssue","函数","实现 addRepairableIssue 的调用与控制流程"
"lib/export/completeness.ts","235","318","inspectAcademicStructure","函数","实现 inspectAcademicStructure 的调用与控制流程"
"lib/export/completeness.ts","320","389","inspectArtifactContentCompleteness","函数","实现 inspectArtifactContentCompleteness 的调用与控制流程"
"lib/export/completeness.ts","380","380","函数@380","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","391","417","buildArtifactRecoveryMessage","函数","实现 buildArtifactRecoveryMessage 的调用与控制流程"
"lib/export/completeness.ts","397","397","函数@397","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","419","433","firstUsableParagraph","函数","实现 firstUsableParagraph 的调用与控制流程"
"lib/export/completeness.ts","424","429","函数@424","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","431","431","函数@431","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/completeness.ts","435","469","buildAcademicFallbackSection","函数","实现 buildAcademicFallbackSection 的调用与控制流程"
"lib/export/completeness.ts","471","550","repairAcademicContent","函数","实现 repairAcademicContent 的调用与控制流程"
"lib/export/completeness.ts","552","583","prepareArtifactContentForExport","函数","实现 prepareArtifactContentForExport 的调用与控制流程"
"lib/export/completeness.ts","585","592","assertArtifactContentComplete","函数","实现 assertArtifactContentComplete 的调用与控制流程"
"lib/export/content-sanitize.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/export/content-sanitize.ts","46","55","normalizeLine","函数","实现 normalizeLine 的调用与控制流程"
"lib/export/content-sanitize.ts","57","61","compactForCompare","函数","实现 compactForCompare 的调用与控制流程"
"lib/export/content-sanitize.ts","63","69","truncateTitle","函数","实现 truncateTitle 的调用与控制流程"
"lib/export/content-sanitize.ts","71","76","looksLikeExportInstruction","函数","实现 looksLikeExportInstruction 的调用与控制流程"
"lib/export/content-sanitize.ts","74","74","函数@74","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/content-sanitize.ts","75","75","函数@75","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/content-sanitize.ts","78","81","isDecorativeOrEmpty","函数","实现 isDecorativeOrEmpty 的调用与控制流程"
"lib/export/content-sanitize.ts","83","85","isLikelyTableLine","函数","实现 isLikelyTableLine 的调用与控制流程"
"lib/export/content-sanitize.ts","87","93","shouldDropLeadingLine","函数","实现 shouldDropLeadingLine 的调用与控制流程"
"lib/export/content-sanitize.ts","95","104","stripLeadingGuidance","函数","实现 stripLeadingGuidance 的调用与控制流程"
"lib/export/content-sanitize.ts","106","116","stripInstructionLinesEverywhere","函数","实现 stripInstructionLinesEverywhere 的调用与控制流程"
"lib/export/content-sanitize.ts","118","139","unwrapPrimaryMarkdownFence","函数","实现 unwrapPrimaryMarkdownFence 的调用与控制流程"
"lib/export/content-sanitize.ts","134","134","函数@134","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/content-sanitize.ts","136","136","函数@136","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/content-sanitize.ts","141","155","dropDuplicateTitleHeading","函数","实现 dropDuplicateTitleHeading 的调用与控制流程"
"lib/export/content-sanitize.ts","157","161","removeGuidance","函数","实现 removeGuidance 的调用与控制流程"
"lib/export/content-sanitize.ts","163","172","sanitizeExportContent","函数","实现 sanitizeExportContent 的调用与控制流程"
"lib/export/content-sanitize.ts","174","201","deriveExportTitle","函数","实现 deriveExportTitle 的调用与控制流程"
"lib/export/content-sanitize.ts","203","223","prepareExportPayload","函数","实现 prepareExportPayload 的调用与控制流程"
"lib/export/document-language.ts","1","1","DocumentLanguage","类型","定义 DocumentLanguage 的数据契约"
"lib/export/document-language.ts","8","12","normalizedLanguage","函数","实现 normalizedLanguage 的调用与控制流程"
"lib/export/document-language.ts","14","19","languageByScript","函数","实现 languageByScript 的调用与控制流程"
"lib/export/document-language.ts","21","40","resolveDocumentLanguage","函数","实现 resolveDocumentLanguage 的调用与控制流程"
"lib/export/document-language.ts","42","46","documentLanguageInstruction","函数","实现 documentLanguageInstruction 的调用与控制流程"
"lib/export/document-spec.ts","1","4","导入@1","导入","引入本文件依赖"
"lib/export/document-spec.ts","5","12","导入@5","导入","引入本文件依赖"
"lib/export/document-spec.ts","14","53","DocumentPlan","类型","定义 DocumentPlan 的数据契约"
"lib/export/document-spec.ts","55","59","DocumentParagraphBlock","类型","定义 DocumentParagraphBlock 的数据契约"
"lib/export/document-spec.ts","61","66","DocumentListBlock","类型","定义 DocumentListBlock 的数据契约"
"lib/export/document-spec.ts","68","75","DocumentTableBlock","类型","定义 DocumentTableBlock 的数据契约"
"lib/export/document-spec.ts","77","81","DocumentVisualBlock","类型","定义 DocumentVisualBlock 的数据契约"
"lib/export/document-spec.ts","83","87","DocumentContentBlock","类型","定义 DocumentContentBlock 的数据契约"
"lib/export/document-spec.ts","89","94","DocumentSectionSpec","类型","定义 DocumentSectionSpec 的数据契约"
"lib/export/document-spec.ts","96","102","DocumentReferenceSpec","类型","定义 DocumentReferenceSpec 的数据契约"
"lib/export/document-spec.ts","104","123","DocumentVisualRequest","类型","定义 DocumentVisualRequest 的数据契约"
"lib/export/document-spec.ts","125","137","DocumentSpec","类型","定义 DocumentSpec 的数据契约"
"lib/export/document-spec.ts","139","149","FinalImageAsset","类型","定义 FinalImageAsset 的数据契约"
"lib/export/document-spec.ts","151","153","FinalDocumentSpec","类型","定义 FinalDocumentSpec 的数据契约"
"lib/export/document-spec.ts","155","159","DocumentSpecIssue","类型","定义 DocumentSpecIssue 的数据契约"
"lib/export/document-spec.ts","161","164","DocumentSpecValidation","类型","定义 DocumentSpecValidation 的数据契约"
"lib/export/document-spec.ts","169","173","record","函数","实现 record 的调用与控制流程"
"lib/export/document-spec.ts","175","177","text","函数","实现 text 的调用与控制流程"
"lib/export/document-spec.ts","179","183","stringArray","函数","实现 stringArray 的调用与控制流程"
"lib/export/document-spec.ts","185","192","extractJsonPayload","函数","实现 extractJsonPayload 的调用与控制流程"
"lib/export/document-spec.ts","194","329","parseDocumentSpec","函数","实现 parseDocumentSpec 的调用与控制流程"
"lib/export/document-spec.ts","200","249","函数@200","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","204","240","函数@204","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","227","227","函数@227","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","253","263","函数@253","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","267","297","函数@267","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","331","349","visibleStrings","函数","实现 visibleStrings 的调用与控制流程"
"lib/export/document-spec.ts","336","346","函数@336","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","338","345","函数@338","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","347","347","函数@347","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","351","490","validateDocumentSpec","函数","实现 validateDocumentSpec 的调用与控制流程"
"lib/export/document-spec.ts","356","357","add","变量","保存或计算 add 所需的数据"
"lib/export/document-spec.ts","356","357","函数@356","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","381","381","函数@381","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","395","395","函数@395","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","433","433","函数@433","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","440","440","函数@440","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","461","464","函数@461","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","492","571","createDocumentPlan","函数","实现 createDocumentPlan 的调用与控制流程"
"lib/export/document-spec.ts","549","549","函数@549","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","553","553","函数@553","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","558","566","函数@558","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","573","593","documentSpecPrompt","函数","实现 documentSpecPrompt 的调用与控制流程"
"lib/export/document-spec.ts","595","604","semanticDocumentPlanPrompt","函数","实现 semanticDocumentPlanPrompt 的调用与控制流程"
"lib/export/document-spec.ts","606","667","applySemanticDocumentPlan","函数","实现 applySemanticDocumentPlan 的调用与控制流程"
"lib/export/document-spec.ts","614","625","函数@614","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","627","627","函数@627","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","631","655","函数@631","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","656","656","函数@656","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","669","671","escapeCell","函数","实现 escapeCell 的调用与控制流程"
"lib/export/document-spec.ts","673","709","documentSpecToMarkdown","函数","实现 documentSpecToMarkdown 的调用与控制流程"
"lib/export/document-spec.ts","685","685","函数@685","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","691","691","函数@691","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","692","692","函数@692","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","696","696","函数@696","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-spec.ts","706","706","函数@706","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/export/document-templates.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/export/document-templates.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/export/document-templates.ts","5","13","DocumentTemplateId","类型","定义 DocumentTemplateId 的数据契约"
"lib/export/document-templates.ts","15","30","DocumentComponentId","类型","定义 DocumentComponentId 的数据契约"
"lib/export/document-templates.ts","32","40","TemplateComponentRule","类型","定义 TemplateComponentRule 的数据契约"
"lib/export/document-templates.ts","42","68","DocumentTemplateDefinition","类型","定义 DocumentTemplateDefinition 的数据契约"
"lib/export/document-templates.ts","70","79","ResolvedDocumentTemplate","类型","定义 ResolvedDocumentTemplate 的数据契约"
"lib/export/document-templates.ts","256","264","函数@256","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","268","272","getDocumentTemplate","函数","实现 getDocumentTemplate 的调用与控制流程"
"lib/export/document-templates.ts","271","271","函数@271","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","274","301","orderTemplateComponents","函数","实现 orderTemplateComponents 的调用与控制流程"
"lib/export/document-templates.ts","277","277","函数@277","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","278","278","函数@278","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","284","288","函数@284","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","287","287","函数@287","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","303","341","resolveDocumentTemplate","函数","实现 resolveDocumentTemplate 的调用与控制流程"
"lib/export/document-templates.ts","309","314","函数@309","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","313","313","函数@313","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","314","314","函数@314","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-templates.ts","343","375","resolvedTemplateByIdentity","函数","实现 resolvedTemplateByIdentity 的调用与控制流程"
"lib/export/document-templates.ts","377","392","templateComponentPrompt","函数","实现 templateComponentPrompt 的调用与控制流程"
"lib/export/document-trace.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/export/document-trace.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/export/document-trace.ts","4","9","DocumentTraceEventStatus","类型","定义 DocumentTraceEventStatus 的数据契约"
"lib/export/document-trace.ts","11","16","DocumentTraceJobStatus","类型","定义 DocumentTraceJobStatus 的数据契约"
"lib/export/document-trace.ts","18","26","DocumentTraceEvent","类型","定义 DocumentTraceEvent 的数据契约"
"lib/export/document-trace.ts","28","32","CreateDocumentTraceInput","类型","定义 CreateDocumentTraceInput 的数据契约"
"lib/export/document-trace.ts","34","37","CompleteDocumentTraceInput","类型","定义 CompleteDocumentTraceInput 的数据契约"
"lib/export/document-trace.ts","39","43","FailDocumentTraceInput","类型","定义 FailDocumentTraceInput 的数据契约"
"lib/export/document-trace.ts","45","61","errorFields","函数","实现 errorFields 的调用与控制流程"
"lib/export/document-trace.ts","63","77","safeDetails","函数","实现 safeDetails 的调用与控制流程"
"lib/export/document-trace.ts","69","69","函数@69","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","70","75","函数@70","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","79","292","createDocumentGenerationTrace","函数","实现 createDocumentGenerationTrace 的调用与控制流程"
"lib/export/document-trace.ts","92","100","warnPersistence","变量","保存或计算 warnPersistence 所需的数据"
"lib/export/document-trace.ts","92","100","函数@92","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","102","114","enqueuePersistence","变量","保存或计算 enqueuePersistence 所需的数据"
"lib/export/document-trace.ts","102","114","函数@102","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","106","113","函数@106","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","116","121","flushPersistence","变量","保存或计算 flushPersistence 所需的数据"
"lib/export/document-trace.ts","116","121","函数@116","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","119","119","函数@119","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","123","133","updateJob","变量","保存或计算 updateJob 所需的数据"
"lib/export/document-trace.ts","123","133","函数@123","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","126","131","函数@126","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","135","172","event","变量","保存或计算 event 所需的数据"
"lib/export/document-trace.ts","135","172","函数@135","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","137","146","payload","变量","保存或计算 payload 所需的数据"
"lib/export/document-trace.ts","149","163","函数@149","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","174","208","start","变量","保存或计算 start 所需的数据"
"lib/export/document-trace.ts","174","208","函数@174","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","185","198","函数@185","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","210","223","setTemplate","变量","保存或计算 setTemplate 所需的数据"
"lib/export/document-trace.ts","210","223","函数@210","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","225","242","complete","变量","保存或计算 complete 所需的数据"
"lib/export/document-trace.ts","225","242","函数@225","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","244","262","fail","变量","保存或计算 fail 所需的数据"
"lib/export/document-trace.ts","244","262","函数@244","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","264","281","cancel","变量","保存或计算 cancel 所需的数据"
"lib/export/document-trace.ts","264","281","函数@264","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/document-trace.ts","294","296","DocumentGenerationTrace","类型","定义 DocumentGenerationTrace 的数据契约"
"lib/export/download.ts","1","11","downloadBlob","函数","实现 downloadBlob 的调用与控制流程"
"lib/export/download.ts","13","19","downloadText","函数","实现 downloadText 的调用与控制流程"
"lib/export/errors.ts","1","9","ExportError","类","封装 ExportError 的状态和行为"
"lib/export/filename.ts","3","21","sanitizeFilenameSegment","函数","实现 sanitizeFilenameSegment 的调用与控制流程"
"lib/export/filename.ts","23","34","formatExportTimestamp","函数","实现 formatExportTimestamp 的调用与控制流程"
"lib/export/filename.ts","24","24","pad","变量","保存或计算 pad 所需的数据"
"lib/export/filename.ts","24","24","函数@24","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/filename.ts","36","42","buildExportFilename","函数","实现 buildExportFilename 的调用与控制流程"
"lib/export/generators/docx.ts","3","19","导入@3","导入","引入本文件依赖"
"lib/export/generators/docx.ts","20","20","导入@20","导入","引入本文件依赖"
"lib/export/generators/docx.ts","21","21","导入@21","导入","引入本文件依赖"
"lib/export/generators/docx.ts","22","22","导入@22","导入","引入本文件依赖"
"lib/export/generators/docx.ts","23","26","导入@23","导入","引入本文件依赖"
"lib/export/generators/docx.ts","27","30","导入@27","导入","引入本文件依赖"
"lib/export/generators/docx.ts","31","38","导入@31","导入","引入本文件依赖"
"lib/export/generators/docx.ts","44","74","DocxPalette","类型","定义 DocxPalette 的数据契约"
"lib/export/generators/docx.ts","76","126","PALETTES","变量","保存或计算 PALETTES 所需的数据"
"lib/export/generators/docx.ts","128","130","fontFor","函数","实现 fontFor 的调用与控制流程"
"lib/export/generators/docx.ts","132","134","headingFontFor","函数","实现 headingFontFor 的调用与控制流程"
"lib/export/generators/docx.ts","136","138","bodySizeFor","函数","实现 bodySizeFor 的调用与控制流程"
"lib/export/generators/docx.ts","140","142","bodyLineFor","函数","实现 bodyLineFor 的调用与控制流程"
"lib/export/generators/docx.ts","144","175","kindLabel","函数","实现 kindLabel 的调用与控制流程"
"lib/export/generators/docx.ts","177","179","normalizeInlineText","函数","实现 normalizeInlineText 的调用与控制流程"
"lib/export/generators/docx.ts","181","183","plainTextFromInlines","函数","实现 plainTextFromInlines 的调用与控制流程"
"lib/export/generators/docx.ts","182","182","函数@182","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","185","192","escapeXml","函数","实现 escapeXml 的调用与控制流程"
"lib/export/generators/docx.ts","194","198","truncateText","函数","实现 truncateText 的调用与控制流程"
"lib/export/generators/docx.ts","200","228","wrapText","函数","实现 wrapText 的调用与控制流程"
"lib/export/generators/docx.ts","230","252","svgText","函数","实现 svgText 的调用与控制流程"
"lib/export/generators/docx.ts","247","248","函数@247","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","254","266","parseVisualRaw","函数","实现 parseVisualRaw 的调用与控制流程"
"lib/export/generators/docx.ts","268","275","valueString","函数","实现 valueString 的调用与控制流程"
"lib/export/generators/docx.ts","277","318","visualItems","函数","实现 visualItems 的调用与控制流程"
"lib/export/generators/docx.ts","282","282","函数@282","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","283","286","函数@283","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","293","293","函数@293","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","294","297","函数@294","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","304","304","函数@304","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","305","308","函数@305","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","320","389","renderWorkflowSvg","函数","实现 renderWorkflowSvg 的调用与控制流程"
"lib/export/generators/docx.ts","336","368","函数@336","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","391","397","RenderedVisualFigure","类型","定义 RenderedVisualFigure 的数据契约"
"lib/export/generators/docx.ts","399","414","normalizeVisualSpecs","函数","实现 normalizeVisualSpecs 的调用与控制流程"
"lib/export/generators/docx.ts","402","406","函数@402","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","407","413","函数@407","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","416","434","renderVisualFigures","函数","实现 renderVisualFigures 的调用与控制流程"
"lib/export/generators/docx.ts","436","463","finalImageAssets","函数","实现 finalImageAssets 的调用与控制流程"
"lib/export/generators/docx.ts","438","462","函数@438","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","465","497","applyMatureTableMetadata","函数","实现 applyMatureTableMetadata 的调用与控制流程"
"lib/export/generators/docx.ts","472","475","函数@472","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","474","474","函数@474","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","480","495","函数@480","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","482","494","函数@482","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","499","520","inlineSpansToTextRuns","函数","实现 inlineSpansToTextRuns 的调用与控制流程"
"lib/export/generators/docx.ts","504","518","函数@504","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","522","540","textRun","函数","实现 textRun 的调用与控制流程"
"lib/export/generators/docx.ts","542","576","buildCover","函数","实现 buildCover 的调用与控制流程"
"lib/export/generators/docx.ts","578","634","buildMetaBlocks","函数","实现 buildMetaBlocks 的调用与控制流程"
"lib/export/generators/docx.ts","636","640","headingLevel","函数","实现 headingLevel 的调用与控制流程"
"lib/export/generators/docx.ts","642","679","sectionHeading","函数","实现 sectionHeading 的调用与控制流程"
"lib/export/generators/docx.ts","681","694","paragraphBlock","函数","实现 paragraphBlock 的调用与控制流程"
"lib/export/generators/docx.ts","696","717","listBlocks","函数","实现 listBlocks 的调用与控制流程"
"lib/export/generators/docx.ts","699","715","函数@699","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","719","742","calloutBlock","函数","实现 calloutBlock 的调用与控制流程"
"lib/export/generators/docx.ts","744","751","tableColumnWidths","函数","实现 tableColumnWidths 的调用与控制流程"
"lib/export/generators/docx.ts","747","747","函数@747","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","749","749","函数@749","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","753","778","buildTableCell","函数","实现 buildTableCell 的调用与控制流程"
"lib/export/generators/docx.ts","780","861","tableBlock","函数","实现 tableBlock 的调用与控制流程"
"lib/export/generators/docx.ts","823","824","函数@823","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","828","838","函数@828","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","830","836","函数@830","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","863","868","FigureRenderState","类型","定义 FigureRenderState 的数据契约"
"lib/export/generators/docx.ts","870","872","isFigurePlaceholderCallout","函数","实现 isFigurePlaceholderCallout 的调用与控制流程"
"lib/export/generators/docx.ts","874","941","figureBlocks","函数","实现 figureBlocks 的调用与控制流程"
"lib/export/generators/docx.ts","943","950","consumeFigure","函数","实现 consumeFigure 的调用与控制流程"
"lib/export/generators/docx.ts","952","958","appendUnusedFigures","函数","实现 appendUnusedFigures 的调用与控制流程"
"lib/export/generators/docx.ts","960","994","renderSection","函数","实现 renderSection 的调用与控制流程"
"lib/export/generators/docx.ts","996","1040","renderReferences","函数","实现 renderReferences 的调用与控制流程"
"lib/export/generators/docx.ts","1016","1037","函数@1016","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","1042","1069","renderWarnings","函数","实现 renderWarnings 的调用与控制流程"
"lib/export/generators/docx.ts","1056","1066","函数@1056","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","1071","1091","buildDocxChildren","函数","实现 buildDocxChildren 的调用与控制流程"
"lib/export/generators/docx.ts","1076","1081","figureState","变量","保存或计算 figureState 所需的数据"
"lib/export/generators/docx.ts","1086","1086","函数@1086","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/generators/docx.ts","1093","1282","generateDocxBuffer","函数","实现 generateDocxBuffer 的调用与控制流程"
"lib/export/generators/generate-buffer.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/export/generators/generate-buffer.ts","4","7","导入@4","导入","引入本文件依赖"
"lib/export/generators/generate-buffer.ts","9","13","getTemplateId","函数","实现 getTemplateId 的调用与控制流程"
"lib/export/generators/generate-buffer.ts","15","89","generateExportBuffer","函数","实现 generateExportBuffer 的调用与控制流程"
"lib/export/markdown-blocks.ts","1","6","InlineSpan","类型","定义 InlineSpan 的数据契约"
