"文件","行号","所在符号","行类型","作用","代码摘要"
"lib/export/store.ts","33","ensureExportDir","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ensureExportDir”函数","await fs.mkdir(EXPORT_DIR, { recursive: true });"
"lib/export/store.ts","34","ensureExportDir","结构结束","结束当前语句、对象或作用域；属于“ensureExportDir”函数","}"
"lib/export/store.ts","35","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/export/store.ts","36","readMeta","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readMeta”函数","async function readMeta(id: string): Promise<ExportRecord | null> {"
"lib/export/store.ts","37","readMeta","异常处理","捕获、转换或清理运行错误；属于“readMeta”函数","try {"
"lib/export/store.ts","38","readMeta","变量/计算","声明状态、配置或中间计算结果；属于“readMeta”函数","const raw = await fs.readFile(getMetaPath(id), ""utf8"");"
"lib/export/store.ts","39","readMeta","变量/计算","声明状态、配置或中间计算结果；属于“readMeta”函数","const parsed = JSON.parse(raw) as ExportRecord;"
"lib/export/store.ts","40","readMeta","返回结果","结束当前作用域并向调用方返回值；属于“readMeta”函数","return parsed;"
"lib/export/store.ts","41","readMeta","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readMeta”函数","} catch {"
"lib/export/store.ts","42","readMeta","返回结果","结束当前作用域并向调用方返回值；属于“readMeta”函数","return null;"
"lib/export/store.ts","43","readMeta","结构结束","结束当前语句、对象或作用域；属于“readMeta”函数","}"
"lib/export/store.ts","44","readMeta","结构结束","结束当前语句、对象或作用域；属于“readMeta”函数","}"
"lib/export/store.ts","45","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/export/store.ts","46","readCloudMeta","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readCloudMeta”函数","async function readCloudMeta("
"lib/export/store.ts","47","readCloudMeta","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readCloudMeta”函数","id: string,"
"lib/export/store.ts","48","readCloudMeta","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readCloudMeta”函数","userId: string,"
"lib/export/store.ts","49","readCloudMeta","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readCloudMeta”函数","): Promise<ExportRecord | null> {"
"lib/export/store.ts","50","readCloudMeta","异常处理","捕获、转换或清理运行错误；属于“readCloudMeta”函数","try {"
"lib/export/store.ts","51","readCloudMeta","变量/计算","声明状态、配置或中间计算结果；属于“readCloudMeta”函数","const supabase = await createClient();"
"lib/export/store.ts","52","readCloudMeta","变量/计算","声明状态、配置或中间计算结果；属于“readCloudMeta”函数","const { data, error } = await supabase.storage"
"lib/export/store.ts","53","readCloudMeta","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“readCloudMeta”函数",".from(CHAT_ATTACHMENTS_BUCKET)"
"lib/export/store.ts","54","readCloudMeta","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readCloudMeta”函数",".download(getCloudMetaPath(userId, id));"
"lib/export/store.ts","55","readCloudMeta","空行","分隔代码结构，提高可读性；属于“readCloudMeta”函数",""
"lib/export/store.ts","56","readCloudMeta","条件分支","根据运行条件选择执行路径；属于“readCloudMeta”函数","if (error || !data) {"
"lib/export/store.ts","57","readCloudMeta","返回结果","结束当前作用域并向调用方返回值；属于“readCloudMeta”函数","return null;"
"lib/export/store.ts","58","readCloudMeta","结构结束","结束当前语句、对象或作用域；属于“readCloudMeta”函数","}"
"lib/export/store.ts","59","readCloudMeta","空行","分隔代码结构，提高可读性；属于“readCloudMeta”函数",""
"lib/export/store.ts","60","readCloudMeta","返回结果","结束当前作用域并向调用方返回值；属于“readCloudMeta”函数","return JSON.parse(await data.text()) as ExportRecord;"
"lib/export/store.ts","61","readCloudMeta","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readCloudMeta”函数","} catch {"
"lib/export/store.ts","62","readCloudMeta","返回结果","结束当前作用域并向调用方返回值；属于“readCloudMeta”函数","return null;"
"lib/export/store.ts","63","readCloudMeta","结构结束","结束当前语句、对象或作用域；属于“readCloudMeta”函数","}"
"lib/export/store.ts","64","readCloudMeta","结构结束","结束当前语句、对象或作用域；属于“readCloudMeta”函数","}"
"lib/export/store.ts","65","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/export/store.ts","66","cleanupExpiredExports","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cleanupExpiredExports”函数","async function cleanupExpiredExports(): Promise<void> {"
"lib/export/store.ts","67","cleanupExpiredExports","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cleanupExpiredExports”函数","await ensureExportDir();"
"lib/export/store.ts","68","cleanupExpiredExports","空行","分隔代码结构，提高可读性；属于“cleanupExpiredExports”函数",""
"lib/export/store.ts","69","cleanupExpiredExports","变量/计算","声明状态、配置或中间计算结果；属于“cleanupExpiredExports”函数","let entries: string[];"
"lib/export/store.ts","70","cleanupExpiredExports","空行","分隔代码结构，提高可读性；属于“cleanupExpiredExports”函数",""
"lib/export/store.ts","71","cleanupExpiredExports","异常处理","捕获、转换或清理运行错误；属于“cleanupExpiredExports”函数","try {"
"lib/export/store.ts","72","cleanupExpiredExports","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cleanupExpiredExports”函数","entries = await fs.readdir(EXPORT_DIR);"
"lib/export/store.ts","73","cleanupExpiredExports","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cleanupExpiredExports”函数","} catch {"
"lib/export/store.ts","74","cleanupExpiredExports","返回结果","结束当前作用域并向调用方返回值；属于“cleanupExpiredExports”函数","return;"
"lib/export/store.ts","75","cleanupExpiredExports","结构结束","结束当前语句、对象或作用域；属于“cleanupExpiredExports”函数","}"
"lib/export/store.ts","76","cleanupExpiredExports","空行","分隔代码结构，提高可读性；属于“cleanupExpiredExports”函数",""
"lib/export/store.ts","77","cleanupExpiredExports","变量/计算","声明状态、配置或中间计算结果；属于“cleanupExpiredExports”函数","const now = Date.now();"
"lib/export/store.ts","78","cleanupExpiredExports","空行","分隔代码结构，提高可读性；属于“cleanupExpiredExports”函数",""
"lib/export/store.ts","79","cleanupExpiredExports","循环","遍历或重复处理集合数据；属于“cleanupExpiredExports”函数","for (const entry of entries) {"
"lib/export/store.ts","80","cleanupExpiredExports","条件分支","根据运行条件选择执行路径；属于“cleanupExpiredExports”函数","if (!entry.endsWith("".meta.json"")) {"
"lib/export/store.ts","81","cleanupExpiredExports","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cleanupExpiredExports”函数","continue;"
"lib/export/store.ts","82","cleanupExpiredExports","结构结束","结束当前语句、对象或作用域；属于“cleanupExpiredExports”函数","}"
"lib/export/store.ts","83","cleanupExpiredExports","空行","分隔代码结构，提高可读性；属于“cleanupExpiredExports”函数",""
"lib/export/store.ts","84","cleanupExpiredExports","变量/计算","声明状态、配置或中间计算结果；属于“cleanupExpiredExports”函数","const id = entry.replace(/\.meta\.json$/, """");"
"lib/export/store.ts","85","cleanupExpiredExports","变量/计算","声明状态、配置或中间计算结果；属于“cleanupExpiredExports”函数","const record = await readMeta(id);"
"lib/export/store.ts","86","cleanupExpiredExports","空行","分隔代码结构，提高可读性；属于“cleanupExpiredExports”函数",""
"lib/export/store.ts","87","cleanupExpiredExports","条件分支","根据运行条件选择执行路径；属于“cleanupExpiredExports”函数","if (!record || now - record.createdAt > EXPORT_TTL_MS) {"
"lib/export/store.ts","88","cleanupExpiredExports","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cleanupExpiredExports”函数","await deleteExport(id);"
"lib/export/store.ts","89","cleanupExpiredExports","结构结束","结束当前语句、对象或作用域；属于“cleanupExpiredExports”函数","}"
"lib/export/store.ts","90","cleanupExpiredExports","结构结束","结束当前语句、对象或作用域；属于“cleanupExpiredExports”函数","}"
"lib/export/store.ts","91","cleanupExpiredExports","结构结束","结束当前语句、对象或作用域；属于“cleanupExpiredExports”函数","}"
"lib/export/store.ts","92","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/export/store.ts","93","saveExport","公开接口","定义或导出供其他模块调用的能力；属于“saveExport”函数","export async function saveExport(input: {"
"lib/export/store.ts","94","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","filename: string;"
"lib/export/store.ts","95","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","mimeType: string;"
"lib/export/store.ts","96","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","userId: string;"
"lib/export/store.ts","97","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","buffer: Buffer;"
"lib/export/store.ts","98","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","}): Promise<ExportRecord> {"
"lib/export/store.ts","99","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","await cleanupExpiredExports();"
"lib/export/store.ts","100","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","101","saveExport","变量/计算","声明状态、配置或中间计算结果；属于“saveExport”函数","const id = randomUUID();"
"lib/export/store.ts","102","saveExport","变量/计算","声明状态、配置或中间计算结果；属于“saveExport”函数","const storagePath = getCloudDataPath(input.userId, id, input.filename);"
"lib/export/store.ts","103","cloudRecord","变量/计算","声明状态、配置或中间计算结果；属于“cloudRecord”变量","const cloudRecord: ExportRecord = {"
"lib/export/store.ts","104","cloudRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cloudRecord”变量","id,"
"lib/export/store.ts","105","cloudRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cloudRecord”变量","filename: input.filename,"
"lib/export/store.ts","106","cloudRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cloudRecord”变量","mimeType: input.mimeType,"
"lib/export/store.ts","107","cloudRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cloudRecord”变量","userId: input.userId,"
"lib/export/store.ts","108","cloudRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cloudRecord”变量","createdAt: Date.now(),"
"lib/export/store.ts","109","cloudRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cloudRecord”变量","storageBucket: CHAT_ATTACHMENTS_BUCKET,"
"lib/export/store.ts","110","cloudRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“cloudRecord”变量","storagePath,"
"lib/export/store.ts","111","cloudRecord","结构结束","结束当前语句、对象或作用域；属于“cloudRecord”变量","};"
"lib/export/store.ts","112","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","113","saveExport","异常处理","捕获、转换或清理运行错误；属于“saveExport”函数","try {"
"lib/export/store.ts","114","saveExport","变量/计算","声明状态、配置或中间计算结果；属于“saveExport”函数","const supabase = await createClient();"
"lib/export/store.ts","115","saveExport","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“saveExport”函数","const bucket = supabase.storage.from(CHAT_ATTACHMENTS_BUCKET);"
"lib/export/store.ts","116","saveExport","变量/计算","声明状态、配置或中间计算结果；属于“saveExport”函数","const { error: dataError } = await bucket.upload("
"lib/export/store.ts","117","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","storagePath,"
"lib/export/store.ts","118","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","input.buffer,"
"lib/export/store.ts","119","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","{"
"lib/export/store.ts","120","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","contentType: input.mimeType,"
"lib/export/store.ts","121","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","upsert: false,"
"lib/export/store.ts","122","saveExport","结构结束","结束当前语句、对象或作用域；属于“saveExport”函数","},"
"lib/export/store.ts","123","saveExport","结构结束","结束当前语句、对象或作用域；属于“saveExport”函数",");"
"lib/export/store.ts","124","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","125","saveExport","条件分支","根据运行条件选择执行路径；属于“saveExport”函数","if (dataError) {"
"lib/export/store.ts","126","saveExport","错误终止","在约束不满足时中止当前流程；属于“saveExport”函数","throw dataError;"
"lib/export/store.ts","127","saveExport","结构结束","结束当前语句、对象或作用域；属于“saveExport”函数","}"
"lib/export/store.ts","128","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","129","saveExport","变量/计算","声明状态、配置或中间计算结果；属于“saveExport”函数","const { error: metaError } = await bucket.upload("
"lib/export/store.ts","130","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","getCloudMetaPath(input.userId, id),"
"lib/export/store.ts","131","saveExport","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“saveExport”函数","Buffer.from(JSON.stringify(cloudRecord), ""utf8""),"
"lib/export/store.ts","132","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","{"
"lib/export/store.ts","133","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","contentType: ""application/json; charset=utf-8"","
"lib/export/store.ts","134","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","upsert: false,"
"lib/export/store.ts","135","saveExport","结构结束","结束当前语句、对象或作用域；属于“saveExport”函数","},"
"lib/export/store.ts","136","saveExport","结构结束","结束当前语句、对象或作用域；属于“saveExport”函数",");"
"lib/export/store.ts","137","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","138","saveExport","条件分支","根据运行条件选择执行路径；属于“saveExport”函数","if (metaError) {"
"lib/export/store.ts","139","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","await bucket.remove([storagePath]);"
"lib/export/store.ts","140","saveExport","错误终止","在约束不满足时中止当前流程；属于“saveExport”函数","throw metaError;"
"lib/export/store.ts","141","saveExport","结构结束","结束当前语句、对象或作用域；属于“saveExport”函数","}"
"lib/export/store.ts","142","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","143","saveExport","返回结果","结束当前作用域并向调用方返回值；属于“saveExport”函数","return cloudRecord;"
"lib/export/store.ts","144","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","} catch (error) {"
"lib/export/store.ts","145","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","console.warn(""[export] Cloud export storage failed, falling back to temp:"", error);"
"lib/export/store.ts","146","saveExport","结构结束","结束当前语句、对象或作用域；属于“saveExport”函数","}"
"lib/export/store.ts","147","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","148","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","await ensureExportDir();"
"lib/export/store.ts","149","saveExport","变量/计算","声明状态、配置或中间计算结果；属于“saveExport”函数","const filePath = getDataPath(id);"
"lib/export/store.ts","150","localRecord","变量/计算","声明状态、配置或中间计算结果；属于“localRecord”变量","const localRecord: ExportRecord = {"
"lib/export/store.ts","151","localRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“localRecord”变量","id,"
"lib/export/store.ts","152","localRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“localRecord”变量","filename: input.filename,"
"lib/export/store.ts","153","localRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“localRecord”变量","mimeType: input.mimeType,"
"lib/export/store.ts","154","localRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“localRecord”变量","userId: input.userId,"
"lib/export/store.ts","155","localRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“localRecord”变量","createdAt: Date.now(),"
"lib/export/store.ts","156","localRecord","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“localRecord”变量","filePath,"
"lib/export/store.ts","157","localRecord","结构结束","结束当前语句、对象或作用域；属于“localRecord”变量","};"
"lib/export/store.ts","158","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","159","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","await fs.writeFile(filePath, input.buffer);"
"lib/export/store.ts","160","saveExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“saveExport”函数","await fs.writeFile(getMetaPath(id), JSON.stringify(localRecord), ""utf8"");"
"lib/export/store.ts","161","saveExport","空行","分隔代码结构，提高可读性；属于“saveExport”函数",""
"lib/export/store.ts","162","saveExport","返回结果","结束当前作用域并向调用方返回值；属于“saveExport”函数","return localRecord;"
"lib/export/store.ts","163","saveExport","结构结束","结束当前语句、对象或作用域；属于“saveExport”函数","}"
"lib/export/store.ts","164","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/export/store.ts","165","getExportForUser","公开接口","定义或导出供其他模块调用的能力；属于“getExportForUser”函数","export async function getExportForUser("
"lib/export/store.ts","166","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","id: string,"
"lib/export/store.ts","167","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","userId: string,"
"lib/export/store.ts","168","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","): Promise<ExportRecord | null> {"
"lib/export/store.ts","169","getExportForUser","变量/计算","声明状态、配置或中间计算结果；属于“getExportForUser”函数","const record = (await readCloudMeta(id, userId)) ?? (await readMeta(id));"
"lib/export/store.ts","170","getExportForUser","空行","分隔代码结构，提高可读性；属于“getExportForUser”函数",""
"lib/export/store.ts","171","getExportForUser","条件分支","根据运行条件选择执行路径；属于“getExportForUser”函数","if (!record) {"
"lib/export/store.ts","172","getExportForUser","返回结果","结束当前作用域并向调用方返回值；属于“getExportForUser”函数","return null;"
"lib/export/store.ts","173","getExportForUser","结构结束","结束当前语句、对象或作用域；属于“getExportForUser”函数","}"
"lib/export/store.ts","174","getExportForUser","空行","分隔代码结构，提高可读性；属于“getExportForUser”函数",""
"lib/export/store.ts","175","getExportForUser","条件分支","根据运行条件选择执行路径；属于“getExportForUser”函数","if (record.userId !== userId) {"
"lib/export/store.ts","176","getExportForUser","返回结果","结束当前作用域并向调用方返回值；属于“getExportForUser”函数","return null;"
"lib/export/store.ts","177","getExportForUser","结构结束","结束当前语句、对象或作用域；属于“getExportForUser”函数","}"
"lib/export/store.ts","178","getExportForUser","空行","分隔代码结构，提高可读性；属于“getExportForUser”函数",""
"lib/export/store.ts","179","getExportForUser","变量/计算","声明状态、配置或中间计算结果；属于“getExportForUser”函数","const ttl = record.storagePath ? CLOUD_EXPORT_TTL_MS : EXPORT_TTL_MS;"
"lib/export/store.ts","180","getExportForUser","条件分支","根据运行条件选择执行路径；属于“getExportForUser”函数","if (Date.now() - record.createdAt > ttl) {"
"lib/export/store.ts","181","getExportForUser","条件分支","根据运行条件选择执行路径；属于“getExportForUser”函数","if (record.storagePath) {"
"lib/export/store.ts","182","getExportForUser","变量/计算","声明状态、配置或中间计算结果；属于“getExportForUser”函数","const supabase = await createClient();"
"lib/export/store.ts","183","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","await supabase.storage"
"lib/export/store.ts","184","getExportForUser","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“getExportForUser”函数",".from(record.storageBucket ?? CHAT_ATTACHMENTS_BUCKET)"
"lib/export/store.ts","185","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数",".remove([record.storagePath, getCloudMetaPath(record.userId, id)]);"
"lib/export/store.ts","186","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","} else {"
"lib/export/store.ts","187","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","await deleteExport(id);"
"lib/export/store.ts","188","getExportForUser","结构结束","结束当前语句、对象或作用域；属于“getExportForUser”函数","}"
"lib/export/store.ts","189","getExportForUser","返回结果","结束当前作用域并向调用方返回值；属于“getExportForUser”函数","return null;"
"lib/export/store.ts","190","getExportForUser","结构结束","结束当前语句、对象或作用域；属于“getExportForUser”函数","}"
"lib/export/store.ts","191","getExportForUser","空行","分隔代码结构，提高可读性；属于“getExportForUser”函数",""
"lib/export/store.ts","192","getExportForUser","条件分支","根据运行条件选择执行路径；属于“getExportForUser”函数","if (record.storagePath) {"
"lib/export/store.ts","193","getExportForUser","返回结果","结束当前作用域并向调用方返回值；属于“getExportForUser”函数","return record;"
"lib/export/store.ts","194","getExportForUser","结构结束","结束当前语句、对象或作用域；属于“getExportForUser”函数","}"
"lib/export/store.ts","195","getExportForUser","空行","分隔代码结构，提高可读性；属于“getExportForUser”函数",""
"lib/export/store.ts","196","getExportForUser","条件分支","根据运行条件选择执行路径；属于“getExportForUser”函数","if (!record.filePath) {"
"lib/export/store.ts","197","getExportForUser","返回结果","结束当前作用域并向调用方返回值；属于“getExportForUser”函数","return null;"
"lib/export/store.ts","198","getExportForUser","结构结束","结束当前语句、对象或作用域；属于“getExportForUser”函数","}"
"lib/export/store.ts","199","getExportForUser","空行","分隔代码结构，提高可读性；属于“getExportForUser”函数",""
"lib/export/store.ts","200","getExportForUser","异常处理","捕获、转换或清理运行错误；属于“getExportForUser”函数","try {"
"lib/export/store.ts","201","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","await fs.access(record.filePath);"
"lib/export/store.ts","202","getExportForUser","返回结果","结束当前作用域并向调用方返回值；属于“getExportForUser”函数","return record;"
"lib/export/store.ts","203","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","} catch {"
"lib/export/store.ts","204","getExportForUser","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getExportForUser”函数","await deleteExport(id);"
"lib/export/store.ts","205","getExportForUser","返回结果","结束当前作用域并向调用方返回值；属于“getExportForUser”函数","return null;"
"lib/export/store.ts","206","getExportForUser","结构结束","结束当前语句、对象或作用域；属于“getExportForUser”函数","}"
"lib/export/store.ts","207","getExportForUser","结构结束","结束当前语句、对象或作用域；属于“getExportForUser”函数","}"
"lib/export/store.ts","208","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/export/store.ts","209","readExportBuffer","公开接口","定义或导出供其他模块调用的能力；属于“readExportBuffer”函数","export async function readExportBuffer(record: ExportRecord): Promise<Buffer> {"
"lib/export/store.ts","210","readExportBuffer","条件分支","根据运行条件选择执行路径；属于“readExportBuffer”函数","if (record.storagePath) {"
"lib/export/store.ts","211","readExportBuffer","变量/计算","声明状态、配置或中间计算结果；属于“readExportBuffer”函数","const supabase = await createClient();"
"lib/export/store.ts","212","readExportBuffer","变量/计算","声明状态、配置或中间计算结果；属于“readExportBuffer”函数","const { data, error } = await supabase.storage"
"lib/export/store.ts","213","readExportBuffer","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“readExportBuffer”函数",".from(record.storageBucket ?? CHAT_ATTACHMENTS_BUCKET)"
"lib/export/store.ts","214","readExportBuffer","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“readExportBuffer”函数",".download(record.storagePath);"
"lib/export/store.ts","215","readExportBuffer","空行","分隔代码结构，提高可读性；属于“readExportBuffer”函数",""
"lib/export/store.ts","216","readExportBuffer","条件分支","根据运行条件选择执行路径；属于“readExportBuffer”函数","if (error || !data) {"
"lib/export/store.ts","217","readExportBuffer","错误终止","在约束不满足时中止当前流程；属于“readExportBuffer”函数","throw new Error(""Stored export file is unavailable."");"
"lib/export/store.ts","218","readExportBuffer","结构结束","结束当前语句、对象或作用域；属于“readExportBuffer”函数","}"
"lib/export/store.ts","219","readExportBuffer","空行","分隔代码结构，提高可读性；属于“readExportBuffer”函数",""
"lib/export/store.ts","220","readExportBuffer","返回结果","结束当前作用域并向调用方返回值；属于“readExportBuffer”函数","return Buffer.from(await data.arrayBuffer());"
"lib/export/store.ts","221","readExportBuffer","结构结束","结束当前语句、对象或作用域；属于“readExportBuffer”函数","}"
"lib/export/store.ts","222","readExportBuffer","空行","分隔代码结构，提高可读性；属于“readExportBuffer”函数",""
"lib/export/store.ts","223","readExportBuffer","条件分支","根据运行条件选择执行路径；属于“readExportBuffer”函数","if (!record.filePath) {"
"lib/export/store.ts","224","readExportBuffer","错误终止","在约束不满足时中止当前流程；属于“readExportBuffer”函数","throw new Error(""Export file path is missing."");"
"lib/export/store.ts","225","readExportBuffer","结构结束","结束当前语句、对象或作用域；属于“readExportBuffer”函数","}"
"lib/export/store.ts","226","readExportBuffer","空行","分隔代码结构，提高可读性；属于“readExportBuffer”函数",""
"lib/export/store.ts","227","readExportBuffer","返回结果","结束当前作用域并向调用方返回值；属于“readExportBuffer”函数","return fs.readFile(record.filePath);"
"lib/export/store.ts","228","readExportBuffer","结构结束","结束当前语句、对象或作用域；属于“readExportBuffer”函数","}"
"lib/export/store.ts","229","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/export/store.ts","230","deleteExport","公开接口","定义或导出供其他模块调用的能力；属于“deleteExport”函数","export async function deleteExport(id: string): Promise<void> {"
"lib/export/store.ts","231","deleteExport","变量/计算","声明状态、配置或中间计算结果；属于“deleteExport”函数","const record = await readMeta(id);"
"lib/export/store.ts","232","deleteExport","条件分支","根据运行条件选择执行路径；属于“deleteExport”函数","if (record?.storagePath) {"
"lib/export/store.ts","233","deleteExport","变量/计算","声明状态、配置或中间计算结果；属于“deleteExport”函数","const supabase = await createClient();"
"lib/export/store.ts","234","deleteExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“deleteExport”函数","await supabase.storage"
"lib/export/store.ts","235","deleteExport","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“deleteExport”函数",".from(record.storageBucket ?? CHAT_ATTACHMENTS_BUCKET)"
"lib/export/store.ts","236","deleteExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“deleteExport”函数",".remove([record.storagePath, getCloudMetaPath(record.userId, id)]);"
"lib/export/store.ts","237","deleteExport","结构结束","结束当前语句、对象或作用域；属于“deleteExport”函数","}"
"lib/export/store.ts","238","deleteExport","空行","分隔代码结构，提高可读性；属于“deleteExport”函数",""
"lib/export/store.ts","239","deleteExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“deleteExport”函数","await Promise.allSettled(["
"lib/export/store.ts","240","deleteExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“deleteExport”函数","fs.unlink(getMetaPath(id)),"
"lib/export/store.ts","241","deleteExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“deleteExport”函数","record?.filePath ? fs.unlink(record.filePath) : Promise.resolve(),"
"lib/export/store.ts","242","deleteExport","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“deleteExport”函数","fs.unlink(getDataPath(id)),"
"lib/export/store.ts","243","deleteExport","结构结束","结束当前语句、对象或作用域；属于“deleteExport”函数","]);"
"lib/export/store.ts","244","deleteExport","结构结束","结束当前语句、对象或作用域；属于“deleteExport”函数","}"
"lib/export/store.ts","245","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/export/types.ts","1","ExportFormat","公开接口","定义或导出供其他模块调用的能力；属于“ExportFormat”类型","export type ExportFormat ="
